CO,MQ135,Temperature,Humidity,CO2,TVOC,DustDensity
199,44.0,33.8,58.0,851.0,68.0,3.0
197,40.0,33.8,58.0,880.0,73.0,3.0
199,43.0,33.8,58.0,848.0,68.0,3.0
196,37.0,33.8,58.0,715.0,47.0,17.0
195,39.0,33.8,58.0,804.0,61.0,0.0
200,44.0,33.8,59.0,821.0,64.0,4.0
201,40.0,33.8,59.0,857.0,69.0,8.0
198,39.0,33.8,59.0,817.0,63.0,9.0
198,43.0,33.8,59.0,683.0,43.0,0.0
205,44.0,33.8,59.0,785.0,58.0,3.0
202,44.0,33.8,60.0,672.0,41.0,0.0
212,41.0,33.8,60.0,754.0,53.0,0.0
196,39.0,33.8,60.0,730.0,50.0,0.0
189,40.0,33.8,60.0,672.0,41.0,0.0
186,39.0,33.8,60.0,732.0,50.0,4.0
177,43.0,33.8,61.0,640.0,36.0,0.0
198,40.0,33.8,61.0,730.0,50.0,0.0
200,39.0,33.8,61.0,740.0,51.0,0.0
205,37.0,33.8,61.0,757.0,54.0,0.0
203,43.0,33.8,61.0,757.0,54.0,0.0
204,37.0,33.8,61.0,737.0,51.0,0.0
204,40.0,33.8,61.0,733.0,50.0,0.0
206,39.0,33.8,61.0,742.0,52.0,93.0
209,44.0,33.8,61.0,748.0,53.0,4.0
208,39.0,33.8,61.0,674.0,41.0,51.0
208,37.0,33.8,61.0,717.0,48.0,0.0
212,43.0,33.8,61.0,708.0,46.0,9.0
207,39.0,33.8,61.0,704.0,46.0,0.0
208,39.0,33.8,61.0,715.0,47.0,0.0
208,39.0,33.8,62.0,744.0,52.0,0.0
210,40.0,33.8,62.0,744.0,52.0,12.0
208,39.0,33.8,62.0,746.0,52.0,1.0
209,44.0,33.8,62.0,659.0,39.0,3.0
206,43.0,33.8,61.0,754.0,53.0,3.0
205,39.0,33.8,62.0,737.0,51.0,7.0
204,43.0,33.8,61.0,733.0,50.0,0.0
205,39.0,33.8,61.0,765.0,55.0,11.0
199,44.0,33.8,61.0,656.0,39.0,0.0
211,46.0,33.8,61.0,737.0,51.0,5.0
207,41.0,33.8,61.0,692.0,44.0,0.0
206,44.0,33.8,61.0,600.0,30.0,0.0
214,40.0,33.8,61.0,678.0,42.0,0.0
211,44.0,33.8,61.0,574.0,26.0,59.0
218,40.0,33.8,61.0,652.0,38.0,0.0
207,40.0,33.8,61.0,666.0,40.0,0.0
207,41.0,33.8,61.0,620.0,33.0,1.0
209,40.0,33.8,61.0,611.0,32.0,0.0
204,43.0,33.8,61.0,527.0,19.0,0.0
207,40.0,33.8,61.0,552.0,23.0,0.0
204,37.0,33.8,61.0,566.0,25.0,1.0
203,39.0,33.8,61.0,564.0,24.0,0.0
207,41.0,33.8,61.0,549.0,22.0,0.0
193,39.0,33.7,61.0,548.0,22.0,41.0
191,40.0,33.7,61.0,531.0,19.0,6.0
185,39.0,33.4,61.0,549.0,22.0,0.0
185,47.0,33.4,61.0,470.0,10.0,1.0
186,42.0,33.7,61.0,526.0,19.0,2.0
183,39.0,33.6,61.0,543.0,21.0,120.0
181,39.0,33.7,61.0,546.0,22.0,0.0
176,41.0,33.7,61.0,466.0,10.0,56.0
183,39.0,33.7,61.0,574.0,26.0,0.0
181,38.0,33.8,61.0,564.0,24.0,0.0
181,39.0,33.7,61.0,566.0,25.0,2.0
186,40.0,33.8,61.0,566.0,25.0,0.0
179,39.0,33.7,61.0,556.0,23.0,0.0
179,39.0,33.8,61.0,555.0,23.0,0.0
183,44.0,33.7,61.0,555.0,23.0,3.0
184,43.0,33.7,61.0,473.0,11.0,0.0
184,39.0,33.7,61.0,543.0,21.0,19.0
181,42.0,33.7,61.0,487.0,13.0,1.0
184,40.0,33.8,61.0,536.0,20.0,0.0
179,39.0,33.8,61.0,551.0,23.0,0.0
179,39.0,33.8,61.0,536.0,20.0,2.0
178,37.0,33.7,61.0,553.0,23.0,0.0
178,37.0,33.7,61.0,530.0,19.0,8.0
178,39.0,33.7,61.0,566.0,25.0,0.0
177,37.0,33.7,61.0,546.0,22.0,0.0
177,42.0,33.7,61.0,497.0,14.0,1.0
177,37.0,33.7,60.0,524.0,18.0,0.0
177,39.0,33.7,60.0,536.0,20.0,0.0
177,41.0,33.7,60.0,530.0,19.0,0.0
177,39.0,33.8,60.0,542.0,21.0,0.0
174,46.0,33.8,60.0,413.0,1.0,4.0
181,43.0,33.8,60.0,531.0,19.0,2.0
176,42.0,33.7,60.0,529.0,19.0,3.0
184,35.0,33.7,60.0,508.0,16.0,0.0
187,35.0,33.7,60.0,529.0,19.0,0.0
191,40.0,33.7,59.0,531.0,19.0,0.0
194,39.0,33.5,59.0,534.0,20.0,22.0
194,43.0,33.8,59.0,543.0,21.0,3.0
189,39.0,33.6,59.0,543.0,21.0,0.0
194,39.0,33.7,59.0,542.0,21.0,0.0
192,48.0,33.5,59.0,463.0,9.0,2.0
200,37.0,33.4,59.0,537.0,20.0,11.0
197,39.0,33.4,59.0,546.0,22.0,0.0
197,39.0,33.4,59.0,542.0,21.0,3.0
196,43.0,33.7,59.0,534.0,20.0,5.0
196,37.0,33.5,59.0,543.0,21.0,0.0
199,44.0,33.4,58.0,553.0,23.0,51.0
199,44.0,33.3,58.0,553.0,23.0,0.0
196,40.0,33.3,58.0,556.0,23.0,0.0
195,39.0,33.3,58.0,454.0,8.0,23.0
199,40.0,33.4,58.0,561.0,24.0,4.0
195,39.0,33.7,58.0,565.0,25.0,0.0
188,42.0,33.8,58.0,477.0,11.0,0.0
199,41.0,33.7,58.0,581.0,27.0,0.0
200,37.0,33.7,58.0,578.0,27.0,0.0
198,43.0,33.7,58.0,591.0,29.0,0.0
202,44.0,33.8,58.0,618.0,33.0,5.0
195,39.0,33.8,58.0,637.0,36.0,2.0
198,40.0,33.8,58.0,553.0,23.0,0.0
188,43.0,33.8,58.0,586.0,28.0,0.0
199,39.0,33.8,58.0,697.0,45.0,0.0
194,39.0,33.8,59.0,692.0,44.0,183.0
199,39.0,33.8,59.0,714.0,47.0,3.0
199,39.0,33.8,59.0,712.0,47.0,0.0
199,39.0,33.8,59.0,740.0,51.0,0.0
201,39.0,33.8,59.0,754.0,53.0,0.0
199,39.0,33.8,59.0,715.0,47.0,0.0
200,43.0,33.8,60.0,752.0,53.0,29.0
204,40.0,33.8,60.0,783.0,58.0,4.0
200,37.0,33.8,60.0,800.0,60.0,0.0
201,43.0,33.8,60.0,763.0,55.0,19.0
206,40.0,33.7,60.0,710.0,47.0,4.0
201,39.0,33.7,60.0,692.0,44.0,7.0
205,44.0,33.7,59.0,715.0,47.0,20.0
202,39.0,33.7,59.0,732.0,50.0,1.0
203,39.0,33.7,59.0,737.0,51.0,0.0
205,44.0,33.8,59.0,742.0,52.0,3.0
208,40.0,33.7,59.0,757.0,54.0,0.0
204,39.0,33.6,60.0,748.0,53.0,0.0
205,43.0,33.4,60.0,754.0,53.0,1.0
208,40.0,33.6,60.0,778.0,57.0,2.0
205,43.0,33.3,60.0,752.0,53.0,2.0
206,40.0,33.3,60.0,726.0,49.0,0.0
204,39.0,33.3,61.0,774.0,56.0,0.0
205,39.0,33.3,61.0,772.0,56.0,23.0
210,42.0,33.3,61.0,717.0,48.0,0.0
197,47.0,33.3,61.0,668.0,40.0,2.0
209,39.0,33.3,61.0,783.0,58.0,0.0
212,40.0,33.3,61.0,783.0,58.0,2.0
212,40.0,33.3,62.0,763.0,55.0,4.0
209,44.0,33.3,62.0,772.0,56.0,4.0
210,44.0,33.3,62.0,765.0,55.0,4.0
208,40.0,33.3,62.0,748.0,53.0,0.0
216,40.0,33.3,62.0,746.0,52.0,0.0
208,40.0,33.3,62.0,754.0,53.0,0.0
205,43.0,33.3,62.0,746.0,52.0,5.0
207,44.0,33.3,62.0,732.0,50.0,4.0
203,44.0,33.3,62.0,719.0,48.0,1.0
202,39.0,33.3,62.0,757.0,54.0,0.0
207,42.0,33.3,63.0,780.0,57.0,4.0
212,40.0,33.3,63.0,770.0,56.0,8.0
209,39.0,33.3,63.0,776.0,57.0,0.0
215,46.0,33.3,63.0,776.0,57.0,4.0
212,37.0,33.3,63.0,783.0,58.0,0.0
211,44.0,33.3,63.0,772.0,56.0,8.0
215,46.0,33.3,63.0,763.0,55.0,4.0
209,39.0,33.3,63.0,778.0,57.0,0.0
211,40.0,33.3,63.0,776.0,57.0,0.0
208,37.0,33.3,63.0,763.0,55.0,10.0
219,40.0,33.3,63.0,763.0,55.0,4.0
222,40.0,33.3,63.0,763.0,55.0,4.0
215,40.0,33.3,63.0,715.0,47.0,4.0
203,41.0,33.3,63.0,712.0,47.0,0.0
198,39.0,33.3,63.0,710.0,47.0,0.0
194,39.0,33.3,63.0,700.0,45.0,0.0
196,43.0,33.3,63.0,710.0,47.0,1.0
201,44.0,33.3,64.0,732.0,50.0,10.0
200,37.0,33.3,64.0,742.0,52.0,0.0
187,43.0,33.3,64.0,710.0,47.0,2.0
208,40.0,33.3,64.0,817.0,63.0,0.0
212,43.0,33.3,64.0,798.0,60.0,79.0
208,39.0,33.3,64.0,772.0,56.0,0.0
206,40.0,33.3,64.0,791.0,59.0,0.0
204,37.0,33.3,65.0,772.0,56.0,17.0
208,40.0,33.3,65.0,733.0,50.0,8.0
200,43.0,33.2,65.0,643.0,37.0,33.0
211,43.0,33.2,65.0,708.0,46.0,2.0
208,39.0,32.8,66.0,694.0,44.0,1.0
207,42.0,33.3,65.0,702.0,46.0,6.0
203,43.0,33.2,65.0,700.0,45.0,0.0
208,45.0,32.8,66.0,560.0,24.0,3.0
223,48.0,32.3,67.0,675.0,41.0,4.0
201,39.0,32.4,67.0,759.0,54.0,0.0
218,48.0,32.8,67.0,656.0,39.0,127.0
217,45.0,32.8,67.0,672.0,41.0,128.0
214,46.0,32.8,67.0,686.0,43.0,1.0
210,40.0,32.8,67.0,772.0,56.0,28.0
199,43.0,32.8,67.0,717.0,48.0,4.0
206,44.0,32.8,67.0,690.0,44.0,0.0
199,39.0,32.8,67.0,783.0,58.0,0.0
195,39.0,32.8,67.0,757.0,54.0,0.0
193,42.0,32.8,67.0,752.0,53.0,5.0
194,42.0,32.8,67.0,749.0,53.0,5.0
191,42.0,32.8,67.0,749.0,53.0,4.0
191,38.0,32.8,68.0,740.0,51.0,27.0
190,41.0,32.8,67.0,746.0,52.0,2.0
193,42.0,32.8,67.0,827.0,65.0,2.0
192,36.0,32.8,67.0,806.0,61.0,0.0
196,40.0,32.8,68.0,733.0,50.0,4.0
195,43.0,32.8,68.0,785.0,58.0,45.0
191,42.0,32.8,68.0,763.0,55.0,2.0
189,39.0,32.8,68.0,763.0,55.0,0.0
191,40.0,32.8,68.0,759.0,54.0,4.0
190,40.0,32.8,68.0,757.0,54.0,0.0
188,40.0,32.8,68.0,740.0,51.0,0.0
187,41.0,32.8,68.0,740.0,51.0,0.0
187,38.0,32.8,68.0,763.0,55.0,3.0
187,38.0,32.8,68.0,749.0,53.0,12.0
187,38.0,32.8,68.0,704.0,46.0,0.0
191,40.0,32.8,68.0,765.0,55.0,0.0
184,35.0,32.8,68.0,763.0,55.0,55.0
189,42.0,32.8,68.0,752.0,53.0,3.0
188,41.0,32.8,68.0,761.0,54.0,1.0
189,38.0,32.8,68.0,772.0,56.0,0.0
187,38.0,32.8,68.0,770.0,56.0,0.0
188,37.0,32.8,68.0,735.0,51.0,0.0
187,38.0,32.8,68.0,754.0,53.0,0.0
191,40.0,32.8,68.0,752.0,53.0,4.0
187,35.0,32.8,68.0,735.0,51.0,0.0
188,36.0,32.8,68.0,730.0,50.0,0.0
187,38.0,32.8,68.0,730.0,50.0,0.0
188,37.0,32.8,68.0,730.0,50.0,0.0
191,43.0,32.8,68.0,726.0,49.0,2.0
191,42.0,32.8,68.0,697.0,45.0,4.0
187,38.0,32.8,69.0,679.0,42.0,1.0
190,40.0,32.8,69.0,633.0,35.0,0.0
190,42.0,32.8,69.0,686.0,43.0,4.0
183,42.0,32.8,69.0,574.0,26.0,7.0
189,35.0,32.8,69.0,679.0,42.0,0.0
188,38.0,32.8,69.0,679.0,42.0,0.0
187,40.0,32.8,68.0,678.0,42.0,0.0
185,38.0,32.8,68.0,645.0,37.0,0.0
190,40.0,32.8,68.0,675.0,41.0,4.0
187,37.0,32.7,68.0,674.0,41.0,0.0
188,40.0,32.7,68.0,672.0,41.0,0.0
190,42.0,32.7,68.0,679.0,42.0,3.0
187,38.0,32.7,68.0,699.0,45.0,0.0
191,48.0,32.8,68.0,602.0,30.0,4.0
186,41.0,32.7,68.0,594.0,29.0,0.0
195,40.0,32.8,68.0,694.0,44.0,4.0
188,37.0,32.8,68.0,694.0,44.0,0.0
188,36.0,32.8,68.0,597.0,30.0,0.0
182,46.0,32.8,68.0,581.0,27.0,26.0
195,43.0,32.4,68.0,605.0,31.0,0.0
195,42.0,32.4,68.0,682.0,42.0,1.0
188,40.0,32.4,68.0,584.0,28.0,0.0
192,40.0,32.4,68.0,660.0,39.0,0.0
183,42.0,32.4,68.0,580.0,27.0,0.0
192,35.0,32.4,68.0,679.0,42.0,0.0
185,47.0,32.4,68.0,564.0,24.0,2.0
193,43.0,32.4,68.0,660.0,39.0,0.0
187,38.0,32.4,68.0,675.0,41.0,3.0
188,38.0,32.4,68.0,672.0,41.0,0.0
187,38.0,32.4,68.0,674.0,41.0,0.0
188,37.0,32.4,68.0,666.0,40.0,0.0
186,38.0,32.4,68.0,666.0,40.0,0.0
187,41.0,32.3,68.0,665.0,40.0,2.0
186,38.0,32.3,68.0,617.0,33.0,0.0
187,42.0,32.3,68.0,597.0,30.0,0.0
198,44.0,32.3,68.0,657.0,39.0,22.0
188,38.0,32.3,68.0,660.0,39.0,0.0
185,35.0,32.3,68.0,659.0,39.0,17.0
186,37.0,32.3,68.0,659.0,39.0,0.0
185,35.0,32.3,68.0,652.0,38.0,11.0
185,35.0,32.3,67.0,660.0,39.0,17.0
185,38.0,32.3,67.0,650.0,38.0,0.0
185,39.0,32.3,67.0,633.0,35.0,1.0
185,38.0,32.3,67.0,637.0,36.0,0.0
185,38.0,32.3,67.0,629.0,34.0,2.0
184,35.0,32.3,67.0,634.0,35.0,16.0
184,35.0,32.3,67.0,574.0,26.0,0.0
190,40.0,32.3,67.0,712.0,47.0,0.0
187,38.0,32.3,67.0,690.0,44.0,7.0
186,41.0,32.3,67.0,668.0,40.0,0.0
186,38.0,32.3,67.0,672.0,41.0,0.0
189,42.0,32.3,67.0,653.0,38.0,3.0
189,40.0,32.3,67.0,640.0,36.0,0.0
195,44.0,32.3,67.0,634.0,35.0,4.0
186,38.0,32.3,67.0,623.0,33.0,0.0
185,38.0,32.3,67.0,607.0,31.0,0.0
189,42.0,32.3,67.0,603.0,30.0,0.0
185,38.0,32.3,67.0,566.0,25.0,0.0
182,40.0,32.3,67.0,492.0,14.0,0.0
186,38.0,32.3,67.0,551.0,23.0,0.0
190,43.0,32.3,67.0,561.0,24.0,0.0
183,37.0,32.3,67.0,577.0,26.0,0.0
182,44.0,32.3,67.0,496.0,14.0,8.0
185,35.0,32.3,67.0,570.0,25.0,0.0
188,40.0,32.3,67.0,574.0,26.0,0.0
192,39.0,32.3,67.0,518.0,17.0,0.0
193,42.0,32.3,67.0,586.0,28.0,3.0
187,35.0,32.3,67.0,586.0,28.0,0.0
186,38.0,32.3,67.0,577.0,26.0,0.0
188,37.0,32.3,67.0,584.0,28.0,0.0
188,42.0,32.3,67.0,589.0,28.0,4.0
185,41.0,32.3,67.0,594.0,29.0,3.0
185,40.0,32.3,67.0,594.0,29.0,0.0
181,42.0,32.3,67.0,520.0,18.0,0.0
188,35.0,32.3,67.0,603.0,30.0,0.0
186,44.0,32.3,67.0,533.0,20.0,0.0
192,42.0,32.3,67.0,627.0,34.0,3.0
188,40.0,32.3,67.0,627.0,34.0,0.0
186,39.0,32.3,67.0,633.0,35.0,0.0
189,42.0,32.3,67.0,603.0,30.0,2.0
186,35.0,32.3,67.0,640.0,36.0,0.0
185,35.0,32.3,67.0,637.0,36.0,2.0
187,38.0,32.3,67.0,646.0,37.0,1.0
187,38.0,32.3,67.0,589.0,28.0,1.0
188,35.0,32.3,67.0,659.0,39.0,8.0
187,38.0,32.3,67.0,683.0,43.0,0.0
187,38.0,32.3,67.0,674.0,41.0,3.0
188,37.0,32.3,67.0,682.0,42.0,0.0
188,38.0,32.3,67.0,672.0,41.0,0.0
188,35.0,32.3,67.0,678.0,42.0,0.0
189,41.0,32.3,67.0,678.0,42.0,6.0
187,35.0,32.3,67.0,675.0,41.0,7.0
187,38.0,32.3,67.0,675.0,41.0,1.0
188,38.0,32.3,67.0,674.0,41.0,11.0
188,36.0,32.3,67.0,668.0,40.0,0.0
184,41.0,32.3,67.0,577.0,26.0,0.0
192,37.0,32.3,67.0,668.0,40.0,0.0
192,40.0,31.9,67.0,617.0,33.0,0.0
188,35.0,32.2,67.0,650.0,38.0,0.0
188,36.0,32.3,67.0,660.0,39.0,0.0
194,47.0,32.3,67.0,491.0,13.0,2.0
187,37.0,32.3,67.0,495.0,14.0,0.0
188,35.0,32.3,67.0,652.0,38.0,1.0
184,40.0,32.3,67.0,556.0,23.0,0.0
193,42.0,32.3,67.0,580.0,27.0,4.0
193,40.0,31.9,67.0,646.0,37.0,0.0
190,38.0,31.8,67.0,646.0,37.0,0.0
190,36.0,31.8,67.0,652.0,38.0,0.0
189,37.0,31.8,67.0,659.0,39.0,0.0
189,36.0,31.8,67.0,668.0,40.0,0.0
192,40.0,31.9,67.0,674.0,41.0,4.0
190,39.0,31.8,67.0,656.0,39.0,5.0
193,42.0,31.8,67.0,671.0,41.0,4.0
192,44.0,31.8,67.0,589.0,28.0,4.0
196,37.0,31.8,67.0,690.0,44.0,0.0
190,42.0,31.8,67.0,603.0,30.0,0.0
204,42.0,31.8,68.0,688.0,43.0,32.0
194,40.0,31.8,68.0,683.0,43.0,19.0
193,38.0,31.8,68.0,683.0,43.0,3.0
193,35.0,31.8,68.0,683.0,43.0,0.0
191,37.0,31.8,68.0,682.0,42.0,0.0
191,38.0,31.8,68.0,659.0,39.0,0.0
192,35.0,31.8,68.0,626.0,34.0,0.0
191,43.0,31.8,69.0,577.0,26.0,0.0
196,38.0,31.8,69.0,675.0,41.0,0.0
194,38.0,31.8,69.0,675.0,41.0,0.0
199,43.0,31.8,69.0,597.0,30.0,0.0
199,38.0,31.8,69.0,675.0,41.0,0.0
196,35.0,31.8,69.0,671.0,41.0,2.0
198,44.0,31.8,69.0,666.0,40.0,8.0
191,42.0,31.8,69.0,574.0,26.0,0.0
196,35.0,31.8,69.0,665.0,40.0,7.0
199,40.0,31.8,69.0,634.0,35.0,2.0
199,43.0,31.8,69.0,602.0,30.0,0.0
200,37.0,31.8,69.0,692.0,44.0,0.0
196,39.0,31.8,69.0,692.0,44.0,0.0
195,38.0,31.8,69.0,690.0,44.0,0.0
197,42.0,31.8,69.0,518.0,17.0,4.0
196,41.0,31.8,69.0,674.0,41.0,4.0
197,43.0,31.8,69.0,686.0,43.0,0.0
195,42.0,31.8,69.0,694.0,44.0,2.0
195,41.0,31.8,69.0,526.0,19.0,3.0
195,38.0,31.8,69.0,692.0,44.0,0.0
195,38.0,31.8,69.0,704.0,46.0,0.0
196,37.0,31.8,69.0,714.0,47.0,0.0
195,38.0,31.8,69.0,694.0,44.0,0.0
195,38.0,31.8,69.0,714.0,47.0,0.0
200,40.0,31.8,69.0,690.0,44.0,4.0
198,40.0,31.8,69.0,688.0,43.0,0.0
195,41.0,31.8,69.0,679.0,42.0,2.0
194,39.0,31.8,69.0,706.0,46.0,0.0
196,37.0,31.8,69.0,706.0,46.0,0.0
195,39.0,31.8,69.0,692.0,44.0,0.0
194,37.0,31.8,69.0,674.0,41.0,0.0
196,44.0,31.8,69.0,620.0,33.0,4.0
197,41.0,31.8,69.0,700.0,45.0,11.0
194,35.0,31.8,69.0,686.0,43.0,0.0
196,40.0,31.8,69.0,697.0,45.0,0.0
195,46.0,31.8,69.0,594.0,29.0,3.0
195,38.0,31.8,69.0,657.0,39.0,0.0
197,42.0,31.8,69.0,682.0,42.0,3.0
194,39.0,31.8,69.0,678.0,42.0,0.0
194,38.0,31.8,69.0,715.0,47.0,0.0
194,41.0,31.8,69.0,660.0,39.0,0.0
196,42.0,31.8,69.0,710.0,47.0,3.0
191,38.0,31.8,68.0,672.0,41.0,0.0
191,38.0,31.6,68.0,671.0,41.0,0.0
194,41.0,31.8,68.0,591.0,29.0,0.0
200,40.0,31.8,68.0,650.0,38.0,2.0
196,39.0,31.8,68.0,626.0,34.0,0.0
198,40.0,31.8,68.0,542.0,21.0,0.0
199,42.0,31.8,68.0,615.0,32.0,2.0
196,42.0,31.8,68.0,589.0,28.0,11.0
192,39.0,31.8,68.0,607.0,31.0,0.0
189,42.0,31.8,68.0,517.0,17.0,0.0
198,40.0,31.8,68.0,592.0,29.0,0.0
192,38.0,31.8,68.0,515.0,17.0,0.0
190,39.0,31.8,68.0,591.0,29.0,0.0
192,44.0,31.8,68.0,503.0,15.0,8.0
200,44.0,31.8,68.0,570.0,25.0,32.0
190,37.0,31.8,68.0,570.0,25.0,0.0
193,46.0,31.8,68.0,524.0,18.0,2.0
195,38.0,31.8,68.0,626.0,34.0,0.0
194,40.0,31.8,68.0,631.0,35.0,0.0
197,46.0,31.8,68.0,572.0,26.0,6.0
199,42.0,31.8,68.0,627.0,34.0,2.0
196,40.0,31.8,68.0,607.0,31.0,6.0
196,46.0,31.8,68.0,537.0,20.0,3.0
199,40.0,31.8,68.0,594.0,29.0,4.0
192,40.0,31.4,68.0,584.0,28.0,0.0
196,42.0,31.3,68.0,497.0,14.0,4.0
197,46.0,31.3,68.0,526.0,19.0,1.0
189,42.0,31.3,68.0,487.0,13.0,0.0
196,40.0,31.3,68.0,549.0,22.0,0.0
190,39.0,31.3,68.0,531.0,19.0,3.0
189,39.0,31.3,68.0,542.0,21.0,0.0
188,38.0,31.4,68.0,546.0,22.0,1.0
191,43.0,31.4,68.0,470.0,10.0,0.0
193,41.0,31.4,68.0,470.0,10.0,1.0
194,38.0,31.3,68.0,540.0,21.0,0.0
190,43.0,31.3,68.0,462.0,9.0,0.0
192,37.0,31.3,68.0,527.0,19.0,0.0
188,41.0,31.3,69.0,473.0,11.0,0.0
192,37.0,31.3,69.0,540.0,21.0,0.0
191,42.0,31.3,69.0,533.0,20.0,3.0
192,42.0,31.3,69.0,475.0,11.0,2.0
191,38.0,31.3,69.0,536.0,20.0,0.0
189,35.0,31.3,69.0,529.0,19.0,0.0
187,35.0,31.3,69.0,476.0,11.0,0.0
187,41.0,31.3,69.0,470.0,10.0,2.0
191,38.0,31.3,68.0,560.0,24.0,0.0
189,42.0,31.3,68.0,500.0,15.0,0.0
196,40.0,31.3,68.0,545.0,22.0,2.0
191,46.0,31.3,68.0,491.0,13.0,3.0
191,39.0,31.3,68.0,561.0,24.0,3.0
195,43.0,31.3,68.0,496.0,14.0,0.0
194,41.0,31.3,68.0,569.0,25.0,3.0
192,37.0,31.3,68.0,552.0,23.0,0.0
194,43.0,31.3,68.0,497.0,14.0,0.0
196,43.0,31.3,68.0,492.0,14.0,0.0
198,40.0,31.3,68.0,549.0,22.0,6.0
192,39.0,31.3,68.0,536.0,20.0,0.0
191,42.0,31.3,68.0,461.0,9.0,0.0
197,46.0,31.3,67.0,530.0,19.0,63.0
189,42.0,31.3,67.0,466.0,10.0,11.0
195,40.0,31.3,67.0,542.0,21.0,2.0
193,40.0,31.3,67.0,500.0,15.0,4.0
190,42.0,31.3,67.0,529.0,19.0,3.0
186,38.0,31.3,67.0,545.0,22.0,0.0
183,38.0,31.3,67.0,545.0,22.0,0.0
189,44.0,31.3,67.0,488.0,13.0,2.0
189,37.0,31.3,67.0,551.0,23.0,0.0
190,46.0,31.3,67.0,473.0,11.0,3.0
189,35.0,31.3,67.0,514.0,17.0,0.0
188,43.0,31.3,67.0,519.0,18.0,0.0
190,39.0,31.3,67.0,612.0,32.0,0.0
191,45.0,31.3,67.0,517.0,17.0,0.0
192,38.0,31.3,67.0,500.0,15.0,5.0
186,42.0,31.3,67.0,551.0,23.0,2.0
190,40.0,31.3,67.0,545.0,22.0,2.0
192,41.0,31.3,67.0,480.0,12.0,0.0
190,38.0,31.3,67.0,567.0,25.0,0.0
190,40.0,31.3,67.0,548.0,22.0,4.0
185,41.0,31.3,67.0,552.0,23.0,0.0
183,38.0,31.3,67.0,578.0,27.0,1.0
187,40.0,31.3,67.0,615.0,32.0,4.0
183,38.0,31.3,67.0,599.0,30.0,0.0
191,46.0,31.3,67.0,508.0,16.0,2.0
192,38.0,31.3,67.0,584.0,28.0,0.0
187,43.0,31.3,67.0,533.0,20.0,0.0
192,35.0,31.3,67.0,594.0,29.0,0.0
191,42.0,31.3,67.0,543.0,21.0,3.0
187,38.0,31.3,67.0,652.0,38.0,1.0
189,42.0,31.3,67.0,615.0,32.0,0.0
191,39.0,31.3,67.0,735.0,51.0,0.0
189,41.0,31.3,67.0,763.0,55.0,2.0
190,42.0,31.3,66.0,674.0,41.0,0.0
198,40.0,31.3,66.0,778.0,57.0,2.0
191,38.0,31.3,66.0,690.0,44.0,0.0
192,37.0,31.3,66.0,795.0,60.0,0.0
193,40.0,31.3,66.0,783.0,58.0,20.0
192,43.0,31.3,66.0,697.0,45.0,5.0
196,42.0,31.3,66.0,714.0,47.0,3.0
197,46.0,31.3,66.0,700.0,45.0,7.0
195,41.0,31.3,66.0,813.0,62.0,0.0
203,44.0,31.3,66.0,717.0,48.0,0.0
191,43.0,31.3,66.0,757.0,54.0,0.0
203,43.0,31.3,66.0,865.0,70.0,0.0
204,40.0,31.3,66.0,949.0,83.0,0.0
200,40.0,31.3,66.0,891.0,74.0,4.0
201,41.0,31.3,66.0,733.0,50.0,0.0
199,39.0,31.3,66.0,787.0,58.0,1.0
195,41.0,31.3,66.0,810.0,62.0,0.0
195,35.0,31.3,66.0,1019.0,94.0,0.0
198,41.0,31.3,66.0,1316.0,139.0,9.0
208,42.0,31.3,66.0,1228.0,126.0,0.0
207,43.0,31.3,66.0,1277.0,133.0,2.0
208,40.0,31.3,66.0,1270.0,132.0,8.0
206,40.0,31.3,66.0,1470.0,163.0,4.0
207,43.0,31.3,66.0,1518.0,184.0,4.0
205,39.0,31.3,67.0,1501.0,172.0,0.0
211,43.0,31.3,67.0,1441.0,158.0,0.0
212,40.0,31.3,67.0,1496.0,169.0,0.0
211,43.0,31.3,67.0,1238.0,127.0,0.0
208,40.0,31.3,67.0,1295.0,136.0,0.0
213,43.0,31.3,67.0,1056.0,99.0,0.0
207,42.0,31.3,67.0,1095.0,105.0,10.0
204,40.0,31.3,67.0,1004.0,92.0,0.0
200,37.0,31.3,67.0,1001.0,91.0,0.0
202,46.0,31.2,67.0,815.0,63.0,1.0
208,48.0,30.8,67.0,802.0,61.0,16.0
195,39.0,30.8,66.0,719.0,48.0,0.0
196,40.0,30.8,65.0,523.0,18.0,0.0
192,42.0,30.8,64.0,592.0,29.0,4.0
187,38.0,30.8,63.0,567.0,25.0,3.0
190,45.0,30.8,63.0,464.0,9.0,3.0
188,38.0,30.8,62.0,526.0,19.0,0.0
188,40.0,30.8,62.0,530.0,19.0,0.0
191,44.0,30.8,62.0,459.0,8.0,17.0
193,42.0,30.8,62.0,508.0,16.0,4.0
190,40.0,30.9,61.0,481.0,12.0,4.0
183,46.0,31.2,61.0,473.0,11.0,2.0
188,38.0,31.3,61.0,556.0,23.0,7.0
186,38.0,31.3,61.0,565.0,25.0,0.0
185,38.0,31.3,61.0,524.0,18.0,0.0
189,46.0,31.2,61.0,482.0,12.0,2.0
187,39.0,30.8,60.0,526.0,19.0,2.0
184,39.0,30.8,60.0,539.0,21.0,0.0
186,44.0,30.8,60.0,473.0,11.0,4.0
188,40.0,30.8,60.0,565.0,25.0,0.0
