OCCUPANCY,WINDOW,IAQ,CO2,RH,Tin,MONTH_NUM,CO2_x_OCCUPANCY,CO2_x_WINDOW,WINDOW_x_OCCUPANCY,Temp_x_RH,Air_Quality_Label
0,0,83.28,401.12,53.68,26.03,9,0.0,0.0,0,1397.2904,Good
0,0,82.52,401.07,53.68,26.03,9,0.0,0.0,0,1397.2904,Good
0,0,82.5,399.15,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,83.4,397.2,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,82.23,398.15,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,84.17,400.9,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,83.55,400.22,53.68,26.03,9,0.0,0.0,0,1397.2904,Good
0,0,84.05,400.17,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,84.5,401.28,53.68,26.02,9,0.0,0.0,0,1396.7536,Good
0,0,84.1,403.98,53.69,26.03,9,0.0,0.0,0,1397.5507,Good
0,0,82.82,402.48,53.72,26.02,9,0.0,0.0,0,1397.7944,Good
0,0,84.23,401.32,53.77,26.01,9,0.0,0.0,0,1398.5577,Good
0,0,84.73,402.38,53.76,26.01,9,0.0,0.0,0,1398.2976,Good
0,0,83.6,402.38,53.76,26.01,9,0.0,0.0,0,1398.2976,Good
0,0,86.55,400.8,53.73,26.01,9,0.0,0.0,0,1397.5173,Good
0,0,85.12,398.43,53.69,26.01,9,0.0,0.0,0,1396.4769000000001,Good
0,0,83.53,397.97,53.7,26.02,9,0.0,0.0,0,1397.2740000000001,Good
0,0,82.55,398.43,53.69,26.02,9,0.0,0.0,0,1397.0138,Good
0,0,82.9,399.23,53.72,26.01,9,0.0,0.0,0,1397.2572,Good
0,0,83.43,400.82,53.77,26.01,9,0.0,0.0,0,1398.5577,Good
0,0,84.2,401.97,53.77,26.0,9,0.0,0.0,0,1398.02,Good
0,0,84.87,401.23,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,86.77,400.9,53.77,26.0,9,0.0,0.0,0,1398.02,Good
0,0,84.28,397.63,53.77,26.0,9,0.0,0.0,0,1398.02,Good
0,0,87.28,394.13,53.77,26.0,9,0.0,0.0,0,1398.02,Good
0,0,86.28,394.75,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,87.18,395.7,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,86.7,394.48,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,85.07,394.07,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,85.77,394.22,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,86.85,395.1,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,86.9,396.03,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,86.95,396.57,53.77,25.99,9,0.0,0.0,0,1397.4823,Good
0,0,84.75,394.68,53.77,25.98,9,0.0,0.0,0,1396.9446,Good
0,0,85.63,392.67,53.77,25.98,9,0.0,0.0,0,1396.9446,Good
0,0,85.92,393.32,53.77,25.97,9,0.0,0.0,0,1396.4069,Good
0,0,86.05,394.42,53.77,25.97,9,0.0,0.0,0,1396.4069,Good
0,0,85.67,395.27,53.77,25.97,9,0.0,0.0,0,1396.4069,Good
0,0,87.02,392.57,53.77,25.98,9,0.0,0.0,0,1396.9446,Good
0,0,87.17,389.08,53.77,25.98,9,0.0,0.0,0,1396.9446,Good
0,0,87.2,390.88,53.77,25.98,9,0.0,0.0,0,1396.9446,Good
0,0,85.38,392.95,53.77,25.97,9,0.0,0.0,0,1396.4069,Good
0,0,85.7,393.02,53.77,25.97,9,0.0,0.0,0,1396.4069,Good
0,0,86.88,392.3,53.79,25.96,9,0.0,0.0,0,1396.3884,Good
0,0,86.35,394.2,53.79,25.95,9,0.0,0.0,0,1395.8505,Good
0,0,88.13,396.2,53.77,25.96,9,0.0,0.0,0,1395.8692,Good
0,0,86.38,395.57,53.78,25.96,9,0.0,0.0,0,1396.1288000000002,Good
0,0,86.48,395.93,53.87,25.94,9,0.0,0.0,0,1397.3878,Good
0,0,85.17,398.0,53.87,25.94,9,0.0,0.0,0,1397.3878,Good
0,0,84.7,399.65,53.86,25.95,9,0.0,0.0,0,1397.667,Good
0,0,85.27,400.72,53.87,25.95,9,0.0,0.0,0,1397.9264999999998,Good
0,0,85.53,401.05,53.87,25.95,9,0.0,0.0,0,1397.9264999999998,Good
0,0,87.32,403.12,53.8,25.95,9,0.0,0.0,0,1396.11,Good
0,0,86.78,404.5,53.79,25.96,9,0.0,0.0,0,1396.3884,Good
0,0,89.6,405.27,53.77,25.96,9,0.0,0.0,0,1395.8692,Good
0,0,89.33,404.58,53.77,25.95,9,0.0,0.0,0,1395.3315,Good
0,0,88.37,403.15,53.78,25.96,9,0.0,0.0,0,1396.1288000000002,Good
0,0,87.68,403.27,53.79,25.95,9,0.0,0.0,0,1395.8505,Good
0,0,86.85,403.77,53.81,25.95,9,0.0,0.0,0,1396.3695,Good
0,0,88.38,404.65,53.8,25.95,9,0.0,0.0,0,1396.11,Good
0,0,88.33,406.08,53.83,25.94,9,0.0,0.0,0,1396.3502,Good
0,0,88.23,405.73,53.78,25.95,9,0.0,0.0,0,1395.591,Good
0,0,89.82,404.4,53.77,25.95,9,0.0,0.0,0,1395.3315,Good
0,0,89.3,403.15,53.79,25.95,9,0.0,0.0,0,1395.8505,Good
0,0,89.9,401.07,53.84,25.94,9,0.0,0.0,0,1396.6096000000002,Good
0,0,87.12,399.52,53.86,25.94,9,0.0,0.0,0,1397.1284,Good
0,0,88.23,400.83,53.85,25.94,9,0.0,0.0,0,1396.8690000000001,Good
0,0,87.92,401.48,53.86,25.93,9,0.0,0.0,0,1396.5898,Good
0,0,90.3,401.02,53.87,25.93,9,0.0,0.0,0,1396.8491,Good
0,0,90.3,401.98,53.87,25.93,9,0.0,0.0,0,1396.8491,Good
0,0,90.67,404.25,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,88.9,406.23,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.05,406.4,53.85,25.93,9,0.0,0.0,0,1396.3305,Good
0,0,90.58,405.18,53.81,25.93,9,0.0,0.0,0,1395.2933,Good
0,0,89.6,406.48,53.84,25.92,9,0.0,0.0,0,1395.5328000000002,Good
0,0,89.35,409.63,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,90.43,410.87,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.18,411.8,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,89.98,410.78,53.87,25.93,9,0.0,0.0,0,1396.8491,Good
0,0,89.33,406.83,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,89.75,404.85,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,89.35,402.8,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,90.3,400.22,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,89.53,400.37,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.67,398.48,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.35,398.23,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.93,398.85,53.87,25.92,9,0.0,0.0,0,1396.3104,Good
0,0,90.37,400.18,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,90.77,401.85,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,92.92,404.22,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,91.62,403.67,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,91.42,403.65,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,89.85,404.58,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,90.3,404.48,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,90.98,402.02,53.87,25.91,9,0.0,0.0,0,1395.7717,Good
0,0,91.93,399.53,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.28,398.33,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,91.95,397.35,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,93.12,395.5,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.2,396.63,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.43,398.07,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,90.87,395.5,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.08,393.52,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.18,395.38,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,92.42,395.42,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,89.6,395.87,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,91.4,398.52,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,92.38,400.33,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,92.03,400.25,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,91.97,399.32,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,94.27,399.35,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,91.9,398.32,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,90.25,397.92,53.87,25.9,9,0.0,0.0,0,1395.233,Good
0,0,91.32,398.87,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,92.18,398.3,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,92.75,397.1,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,92.88,398.3,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,92.95,400.68,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,93.28,400.4,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,92.72,398.53,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,91.1,398.17,53.87,25.89,9,0.0,0.0,0,1394.6942999999999,Good
0,0,92.9,398.73,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,94.43,395.75,53.88,25.88,9,0.0,0.0,0,1394.4144000000001,Good
0,0,94.03,392.5,53.87,25.87,9,0.0,0.0,0,1393.6169,Good
0,0,95.0,391.9,53.88,25.88,9,0.0,0.0,0,1394.4144000000001,Good
0,0,93.1,392.28,53.87,25.87,9,0.0,0.0,0,1393.6169,Good
0,0,94.23,391.97,53.87,25.88,9,0.0,0.0,0,1394.1555999999998,Good
0,0,93.88,391.75,53.88,25.87,9,0.0,0.0,0,1393.8756,Good
0,0,93.37,392.35,53.87,25.87,9,0.0,0.0,0,1393.6169,Good
0,0,95.13,392.62,53.87,25.87,9,0.0,0.0,0,1393.6169,Good
0,0,94.93,392.57,53.88,25.87,9,0.0,0.0,0,1393.8756,Good
0,0,94.92,393.0,53.88,25.86,9,0.0,0.0,0,1393.3368,Good
0,0,93.52,396.23,53.88,25.86,9,0.0,0.0,0,1393.3368,Good
0,0,92.33,396.22,53.91,25.87,9,0.0,0.0,0,1394.6517,Good
0,0,94.05,395.02,53.95,25.86,9,0.0,0.0,0,1395.147,Good
0,0,93.42,395.4,53.89,25.87,9,0.0,0.0,0,1394.1343000000002,Good
0,0,92.83,396.0,53.94,25.87,9,0.0,0.0,0,1395.4278,Good
0,0,94.32,394.57,53.97,25.86,9,0.0,0.0,0,1395.6642,Good
0,0,94.3,394.35,53.92,25.86,9,0.0,0.0,0,1394.3712,Good
0,0,93.63,393.9,53.9,25.86,9,0.0,0.0,0,1393.854,Good
0,0,94.9,394.33,53.95,25.86,9,0.0,0.0,0,1395.147,Good
0,0,95.03,394.73,53.98,25.84,9,0.0,0.0,0,1394.8432,Good
0,0,94.85,395.27,53.95,25.85,9,0.0,0.0,0,1394.6075,Good
0,0,93.8,395.77,53.91,25.85,9,0.0,0.0,0,1393.5735,Good
0,0,94.0,395.42,53.94,25.85,9,0.0,0.0,0,1394.349,Good
0,0,93.37,394.87,53.95,25.85,9,0.0,0.0,0,1394.6075,Good
0,0,93.23,395.07,53.99,25.85,9,0.0,0.0,0,1395.6415000000002,Good
0,0,94.65,395.82,53.94,25.85,9,0.0,0.0,0,1394.349,Good
0,0,93.58,396.65,53.97,25.85,9,0.0,0.0,0,1395.1245000000001,Good
0,0,95.4,396.75,53.94,25.85,9,0.0,0.0,0,1394.349,Good
0,0,95.33,395.33,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,93.25,394.45,53.99,25.85,9,0.0,0.0,0,1395.6415000000002,Good
0,0,94.57,393.77,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,94.4,390.17,53.98,25.84,9,0.0,0.0,0,1394.8432,Good
0,0,96.37,388.32,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,96.07,391.22,53.98,25.84,9,0.0,0.0,0,1394.8432,Good
0,0,95.65,394.57,53.94,25.85,9,0.0,0.0,0,1394.349,Good
0,0,92.95,393.53,53.99,25.84,9,0.0,0.0,0,1395.1016,Good
0,0,96.35,393.38,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,95.57,393.42,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,96.5,393.65,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,95.08,395.02,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,96.33,395.87,54.0,25.84,9,0.0,0.0,0,1395.36,Good
0,0,96.68,395.43,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,97.62,395.35,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,95.32,395.22,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,95.0,394.07,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,95.9,394.3,53.99,25.84,9,0.0,0.0,0,1395.1016,Good
0,0,96.2,395.25,53.95,25.84,9,0.0,0.0,0,1394.068,Good
0,0,97.15,395.32,53.99,25.84,9,0.0,0.0,0,1395.1016,Good
0,0,96.35,393.53,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,95.9,391.78,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,96.33,393.05,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,96.22,391.87,54.0,25.81,9,0.0,0.0,0,1393.74,Good
0,0,95.55,391.13,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,95.98,392.93,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,96.82,393.2,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,97.6,393.08,54.0,25.83,9,0.0,0.0,0,1394.82,Good
0,0,97.43,392.47,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,97.63,391.33,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,97.42,391.2,54.0,25.82,9,0.0,0.0,0,1394.28,Good
0,0,95.87,391.92,54.0,25.81,9,0.0,0.0,0,1393.74,Good
0,0,97.77,391.25,54.0,25.81,9,0.0,0.0,0,1393.74,Good
