OCCUPANCY,WINDOW,CO2,RH,Tin,MONTH_NUM,CO2_x_OCCUPANCY,CO2_x_WINDOW,WINDOW_x_OCCUPANCY,Temp_x_RH
0,0,892.45,27.22,27.21,3,0.0,0.0,0,740.6562
0,0,503.77,21.63,26.47,3,0.0,0.0,0,572.5460999999999
0,0,749.02,32.02,22.81,4,0.0,0.0,0,730.3762
0,0,589.3,40.02,25.36,10,0.0,0.0,0,1014.9072
1,0,1017.83,32.66,27.65,4,1017.83,0.0,0,903.049
1,1,741.88,23.24,27.85,3,741.88,741.88,1,647.234
0,0,609.78,36.6,23.18,12,0.0,0.0,0,848.388
0,0,940.87,32.77,25.53,1,0.0,0.0,0,836.6181000000001
0,0,756.07,31.98,25.54,1,0.0,0.0,0,816.7692
0,0,604.73,40.07,21.65,12,0.0,0.0,0,867.5155
0,0,700.95,40.22,25.45,10,0.0,0.0,0,1023.599
0,0,1035.75,27.76,26.35,3,0.0,0.0,0,731.4760000000001
0,0,752.33,42.07,24.73,10,0.0,0.0,0,1040.3911
0,1,632.73,52.84,27.8,8,0.0,632.73,0,1468.9520000000002
0,0,350.82,29.56,26.1,2,0.0,0.0,0,771.516
0,0,757.47,39.56,26.25,10,0.0,0.0,0,1038.45
1,0,562.47,23.43,26.74,3,562.47,0.0,0,626.5182
0,0,857.0,32.39,25.25,1,0.0,0.0,0,817.8475
0,0,670.38,40.2,25.39,10,0.0,0.0,0,1020.678
0,0,374.55,44.7,26.54,5,0.0,0.0,0,1186.338
0,0,826.35,32.59,25.78,1,0.0,0.0,0,840.1702000000001
0,0,1172.07,33.79,22.75,4,0.0,0.0,0,768.7225
0,0,565.12,24.74,29.01,3,0.0,0.0,0,717.7074
0,0,933.38,32.77,25.61,1,0.0,0.0,0,839.2397000000001
0,0,716.08,31.79,25.48,1,0.0,0.0,0,810.0092
1,0,1712.2,42.5,27.42,11,1712.2,0.0,0,1165.35
0,0,1069.22,44.08,26.8,5,0.0,0.0,0,1181.344
1,0,1084.17,44.18,26.8,5,1084.17,0.0,0,1184.024
1,0,927.55,41.99,26.3,10,927.55,0.0,0,1104.337
1,0,1389.28,41.35,27.49,11,1389.28,0.0,0,1136.7115
0,0,356.27,29.19,25.55,2,0.0,0.0,0,745.8045000000001
0,0,379.03,34.71,23.27,11,0.0,0.0,0,807.7017
0,0,362.18,44.1,27.82,5,0.0,0.0,0,1226.862
0,0,661.05,27.44,26.36,3,0.0,0.0,0,723.3184
0,0,572.2,47.39,21.96,11,0.0,0.0,0,1040.6844
1,0,1027.55,35.55,26.98,4,1027.55,0.0,0,959.139
0,0,1305.78,41.23,25.3,11,0.0,0.0,0,1043.119
0,0,985.43,40.17,22.59,1,0.0,0.0,0,907.4403
0,1,568.83,51.88,27.68,8,0.0,568.83,0,1436.0384
1,0,1121.37,38.52,27.06,11,1121.37,0.0,0,1042.3512
1,0,1363.98,50.75,28.02,9,1363.98,0.0,0,1422.015
0,0,1222.52,33.07,27.08,1,0.0,0.0,0,895.5355999999999
0,0,685.63,38.13,24.1,5,0.0,0.0,0,918.933
0,0,421.33,31.83,24.68,1,0.0,0.0,0,785.5644
0,0,823.23,46.4,22.51,11,0.0,0.0,0,1044.464
1,0,1513.52,34.16,28.56,1,1513.52,0.0,0,975.6096
0,0,647.53,29.44,25.82,3,0.0,0.0,0,760.1408
1,0,1836.05,41.77,27.54,11,1836.05,0.0,0,1150.3458
0,0,459.23,43.95,24.94,5,0.0,0.0,0,1096.113
0,0,667.93,38.14,25.51,11,0.0,0.0,0,972.9514
0,0,612.67,37.96,23.34,12,0.0,0.0,0,885.9864
0,0,425.1,25.17,26.38,3,0.0,0.0,0,663.9846
0,0,558.78,37.38,22.44,1,0.0,0.0,0,838.8072000000001
0,0,606.73,32.32,21.49,4,0.0,0.0,0,694.5568
1,0,619.72,30.87,27.24,4,619.72,0.0,0,840.8987999999999
0,0,629.57,30.73,27.38,4,0.0,0.0,0,841.3874
0,0,551.1,35.29,24.79,5,0.0,0.0,0,874.8390999999999
1,0,674.55,32.1,26.1,1,674.55,0.0,0,837.8100000000001
0,0,620.2,35.32,25.96,4,0.0,0.0,0,916.9072
0,0,375.75,34.71,23.28,11,0.0,0.0,0,808.0488
1,1,1063.92,34.69,23.58,2,1063.92,1063.92,1,817.9901999999998
0,0,739.12,32.12,26.71,1,0.0,0.0,0,857.9251999999999
0,0,1150.42,39.33,25.34,11,0.0,0.0,0,996.6222
0,0,748.82,37.29,23.26,12,0.0,0.0,0,867.3654
0,0,936.88,47.39,28.29,5,0.0,0.0,0,1340.6631
0,0,1272.05,41.13,25.25,11,0.0,0.0,0,1038.5325
0,0,494.37,27.68,27.54,4,0.0,0.0,0,762.3072
0,0,1323.87,40.44,25.2,11,0.0,0.0,0,1019.088
0,0,805.02,37.92,25.85,11,0.0,0.0,0,980.232
0,0,357.95,44.1,27.77,5,0.0,0.0,0,1224.657
0,0,868.3,32.57,25.39,1,0.0,0.0,0,826.9523
0,0,356.88,44.2,27.68,5,0.0,0.0,0,1223.456
0,0,869.43,51.71,24.21,10,0.0,0.0,0,1251.8991
0,0,999.07,31.21,27.48,2,0.0,0.0,0,857.6508
0,0,827.88,38.83,26.89,11,0.0,0.0,0,1044.1387
0,0,568.03,21.75,26.61,3,0.0,0.0,0,578.7675
1,1,1027.1,27.46,28.66,3,1027.1,1027.1,1,787.0036
0,0,395.58,34.11,24.96,4,0.0,0.0,0,851.3856000000001
1,0,1150.9,32.95,27.14,1,1150.9,0.0,0,894.2630000000001
1,0,1015.38,41.4,26.18,11,1015.38,0.0,0,1083.852
0,0,494.62,39.18,23.52,11,0.0,0.0,0,921.5136
0,0,580.2,47.39,21.99,11,0.0,0.0,0,1042.1061
1,0,846.5,41.95,25.96,10,846.5,0.0,0,1089.0220000000002
0,0,390.0,39.66,25.07,11,0.0,0.0,0,994.2762
1,0,1700.23,52.68,25.04,10,1700.23,0.0,0,1319.1072
0,0,589.05,50.37,23.15,10,0.0,0.0,0,1166.0655
1,0,1382.58,29.0,28.22,3,1382.58,0.0,0,818.38
1,0,1167.62,32.13,27.71,2,1167.62,0.0,0,890.3223000000002
0,0,510.3,43.92,26.46,6,0.0,0.0,0,1162.1232
0,0,978.37,28.18,27.79,3,0.0,0.0,0,783.1222
1,0,798.23,27.28,28.19,2,798.23,0.0,0,769.0232000000001
0,0,505.6,45.73,26.53,5,0.0,0.0,0,1213.2169
1,0,1100.83,39.67,26.33,5,1100.83,0.0,0,1044.5111
1,0,411.05,28.25,25.48,2,411.05,0.0,0,719.8100000000001
1,0,969.67,41.88,25.98,10,969.67,0.0,0,1088.0424
0,0,1119.07,43.04,26.22,10,0.0,0.0,0,1128.5087999999998
0,1,537.5,56.21,25.2,8,0.0,537.5,0,1416.492
1,1,392.5,34.38,25.46,10,392.5,392.5,1,875.3148000000001
0,0,872.33,43.7,23.88,12,0.0,0.0,0,1043.556
0,0,753.02,41.81,25.41,10,0.0,0.0,0,1062.3921
0,0,914.73,29.97,27.48,3,0.0,0.0,0,823.5756
0,0,370.52,30.62,25.07,1,0.0,0.0,0,767.6434
0,0,574.63,47.38,23.32,1,0.0,0.0,0,1104.9016
0,0,423.85,43.13,26.2,5,0.0,0.0,0,1130.006
0,1,596.78,32.29,22.01,2,0.0,596.78,0,710.7029
0,0,448.27,25.65,26.61,3,0.0,0.0,0,682.5464999999999
1,0,1661.43,40.31,26.36,11,1661.43,0.0,0,1062.5716
0,0,576.37,37.4,25.96,11,0.0,0.0,0,970.904
0,0,1232.28,28.78,27.22,3,0.0,0.0,0,783.3916
1,1,506.52,25.53,26.5,2,506.52,506.52,1,676.5450000000001
1,0,1109.37,43.35,22.32,12,1109.37,0.0,0,967.572
0,0,696.35,31.83,26.27,2,0.0,0.0,0,836.1741
1,0,429.42,31.88,21.98,1,429.42,0.0,0,700.7224
1,0,820.02,41.64,26.33,11,820.02,0.0,0,1096.3812
0,0,1165.47,39.74,25.36,11,0.0,0.0,0,1007.8064
0,0,1118.37,29.01,27.64,3,0.0,0.0,0,801.8364
0,0,554.5,35.29,24.79,5,0.0,0.0,0,874.8390999999999
0,0,644.88,38.03,25.58,11,0.0,0.0,0,972.8074
1,0,806.08,23.21,28.17,3,806.08,0.0,0,653.8257000000001
0,0,643.48,37.46,20.96,3,0.0,0.0,0,785.1616
0,1,531.83,55.41,26.79,8,0.0,531.83,0,1484.4338999999998
0,0,631.65,36.76,21.16,3,0.0,0.0,0,777.8416
0,0,744.63,40.06,24.97,11,0.0,0.0,0,1000.2982
1,0,681.92,20.87,27.49,3,681.92,0.0,0,573.7163
0,0,1215.3,39.25,25.65,11,0.0,0.0,0,1006.7625
0,0,870.82,52.39,24.88,9,0.0,0.0,0,1303.4632
1,0,1041.0,46.12,24.08,11,1041.0,0.0,0,1110.5695999999998
0,0,525.83,44.68,23.24,1,0.0,0.0,0,1038.3632
0,0,753.7,31.96,25.55,1,0.0,0.0,0,816.5780000000001
0,0,1478.43,42.5,27.05,11,0.0,0.0,0,1149.625
0,0,1751.1,42.4,26.58,11,0.0,0.0,0,1126.992
1,0,1280.5,38.68,26.11,11,1280.5,0.0,0,1009.9348
0,0,1220.6,43.75,27.2,10,0.0,0.0,0,1190.0
0,0,826.62,42.35,24.96,10,0.0,0.0,0,1057.056
0,0,671.97,31.68,26.94,1,0.0,0.0,0,853.4592
1,0,547.07,27.83,26.88,2,547.07,0.0,0,748.0704
1,0,1140.52,49.84,27.7,9,1140.52,0.0,0,1380.568
1,1,774.3,33.11,23.46,12,774.3,774.3,1,776.7606000000001
0,0,856.55,38.87,24.96,11,0.0,0.0,0,970.1952
0,0,802.43,43.75,27.11,5,0.0,0.0,0,1186.0625
1,0,813.1,38.85,23.47,12,813.1,0.0,0,911.8095
1,0,704.8,54.62,26.65,9,704.8,0.0,0,1455.6229999999998
1,0,592.8,31.11,25.37,2,592.8,0.0,0,789.2607
0,0,519.58,21.6,26.52,3,0.0,0.0,0,572.832
0,0,664.43,31.82,26.26,1,0.0,0.0,0,835.5932
0,0,1056.13,32.93,22.94,4,0.0,0.0,0,755.4142
1,0,441.48,38.54,24.4,11,441.48,0.0,0,940.376
0,0,527.52,44.49,23.44,1,0.0,0.0,0,1042.8456
0,0,550.6,44.34,21.91,11,0.0,0.0,0,971.4894
0,0,582.82,47.47,21.96,11,0.0,0.0,0,1042.4412
0,0,979.7,46.62,22.71,11,0.0,0.0,0,1058.7402
0,0,627.88,36.23,25.4,11,0.0,0.0,0,920.2419999999998
0,0,793.75,38.72,24.39,11,0.0,0.0,0,944.3808
0,0,661.35,25.65,26.94,3,0.0,0.0,0,691.011
1,1,1142.37,35.7,24.69,2,1142.37,1142.37,1,881.4330000000001
0,0,877.87,35.93,24.06,2,0.0,0.0,0,864.4757999999999
0,1,539.93,56.36,25.17,8,0.0,539.93,0,1418.5812
0,0,620.23,31.47,25.82,1,0.0,0.0,0,812.5554
0,0,1118.8,27.85,27.23,3,0.0,0.0,0,758.3555
1,0,735.85,21.77,27.55,3,735.85,0.0,0,599.7635
1,0,676.78,30.62,26.63,1,676.78,0.0,0,815.4106
1,0,758.55,28.76,28.42,2,758.55,0.0,0,817.3592000000001
1,0,682.88,54.6,26.61,9,682.88,0.0,0,1452.906
0,1,587.02,33.33,21.5,2,0.0,587.02,0,716.5949999999999
0,0,341.95,31.76,25.7,4,0.0,0.0,0,816.232
0,0,536.17,53.27,26.75,8,0.0,0.0,0,1424.9725
1,1,627.77,48.12,23.42,1,627.77,627.77,1,1126.9704
0,0,973.85,41.23,25.3,5,0.0,0.0,0,1043.119
0,0,572.52,32.23,21.12,4,0.0,0.0,0,680.6976
1,0,984.22,32.59,26.8,1,984.22,0.0,0,873.4120000000001
0,0,406.92,35.15,21.26,11,0.0,0.0,0,747.289
0,0,523.18,44.68,23.23,1,0.0,0.0,0,1037.9164
0,0,839.43,33.3,25.76,1,0.0,0.0,0,857.808
0,0,558.33,31.6,26.76,4,0.0,0.0,0,845.6160000000001
0,0,981.55,38.17,22.15,3,0.0,0.0,0,845.4655
0,0,882.43,52.09,25.03,9,0.0,0.0,0,1303.8127000000002
0,0,955.5,42.18,27.15,10,0.0,0.0,0,1145.187
0,1,594.88,32.59,21.93,2,0.0,594.88,0,714.6987
0,0,559.72,37.5,22.45,1,0.0,0.0,0,841.875
1,0,835.0,31.87,27.83,4,835.0,0.0,0,886.9421
0,0,806.48,31.93,26.16,1,0.0,0.0,0,835.2888
0,0,466.97,41.57,24.82,11,0.0,0.0,0,1031.7674
0,0,506.2,25.5,26.12,2,0.0,0.0,0,666.0600000000001
0,0,363.05,29.64,26.12,2,0.0,0.0,0,774.1968
0,0,1026.88,38.44,26.24,5,0.0,0.0,0,1008.6656
0,0,557.42,31.62,26.76,4,0.0,0.0,0,846.1512000000001
0,0,360.62,29.64,26.11,2,0.0,0.0,0,773.9004
1,0,1522.1,40.52,25.49,11,1522.1,0.0,0,1032.8548
1,0,1765.6,40.37,26.43,11,1765.6,0.0,0,1066.9791
0,0,1021.23,28.5,26.41,3,0.0,0.0,0,752.6850000000001
0,0,662.5,26.76,26.52,3,0.0,0.0,0,709.6752
1,0,515.8,31.75,25.2,1,515.8,0.0,0,800.1
0,0,760.72,39.92,25.38,11,0.0,0.0,0,1013.1696
0,0,708.68,25.26,26.66,3,0.0,0.0,0,673.4316
0,0,1522.83,40.9,25.38,11,0.0,0.0,0,1038.042
0,0,665.45,31.38,25.5,2,0.0,0.0,0,800.1899999999999
1,0,726.72,21.26,27.52,3,726.72,0.0,0,585.0752
1,0,1449.33,42.48,26.94,11,1449.33,0.0,0,1144.4112
0,0,578.13,40.24,21.59,12,0.0,0.0,0,868.7816
0,0,665.07,39.7,25.85,10,0.0,0.0,0,1026.245
0,0,582.98,47.51,21.91,11,0.0,0.0,0,1040.9441
0,0,364.02,27.94,26.79,2,0.0,0.0,0,748.5126
1,0,730.2,42.52,26.55,10,730.2,0.0,0,1128.9060000000002
0,0,805.05,32.45,25.86,1,0.0,0.0,0,839.157
0,0,1335.68,40.99,26.75,5,0.0,0.0,0,1096.4825
0,0,489.87,39.18,23.54,11,0.0,0.0,0,922.2972
0,0,549.93,37.36,22.46,1,0.0,0.0,0,839.1056
1,0,772.9,49.09,22.03,11,772.9,0.0,0,1081.4527
0,0,648.85,31.57,27.15,1,0.0,0.0,0,857.1255
0,0,781.05,31.7,25.22,2,0.0,0.0,0,799.4739999999999
0,0,912.97,38.94,25.18,11,0.0,0.0,0,980.5092
1,0,922.4,39.63,21.2,3,922.4,0.0,0,840.1560000000001
0,0,681.1,45.62,28.27,5,0.0,0.0,0,1289.6773999999998
1,0,846.03,31.82,26.79,3,846.03,0.0,0,852.4578
0,0,634.42,41.04,25.29,10,0.0,0.0,0,1037.9016
1,0,1204.45,40.31,23.88,1,1204.45,0.0,0,962.6028
0,0,973.32,42.62,25.28,10,0.0,0.0,0,1077.4336
0,0,1111.88,33.1,26.68,2,0.0,0.0,0,883.1080000000001
0,0,1036.17,52.24,25.37,9,0.0,0.0,0,1325.3288
1,0,697.15,32.21,26.45,1,697.15,0.0,0,851.9545
0,0,703.12,36.49,24.65,2,0.0,0.0,0,899.4785
0,0,705.57,32.07,26.76,1,0.0,0.0,0,858.1932
0,0,1705.58,42.18,26.89,11,0.0,0.0,0,1134.2202
0,0,516.08,24.63,25.76,3,0.0,0.0,0,634.4688
1,0,678.65,38.31,25.34,5,678.65,0.0,0,970.7754
0,0,553.5,44.71,21.87,11,0.0,0.0,0,977.8077
0,0,783.12,37.2,23.23,12,0.0,0.0,0,864.1560000000001
0,0,471.52,43.88,26.23,6,0.0,0.0,0,1150.9724
0,0,637.97,40.17,25.25,10,0.0,0.0,0,1014.2925
0,0,459.78,44.01,24.89,5,0.0,0.0,0,1095.4089
0,0,962.05,28.17,27.83,3,0.0,0.0,0,783.9711
0,0,675.2,36.16,25.31,11,0.0,0.0,0,915.2096
0,0,424.27,25.47,26.46,3,0.0,0.0,0,673.9362
0,0,737.38,26.65,26.63,3,0.0,0.0,0,709.6895
0,0,833.9,32.48,25.25,1,0.0,0.0,0,820.1199999999999
0,0,987.07,25.23,27.85,3,0.0,0.0,0,702.6555000000001
0,0,744.8,31.96,25.72,1,0.0,0.0,0,822.0112
1,0,1409.25,52.91,24.32,10,1409.25,0.0,0,1286.7712
0,0,517.73,26.53,29.02,4,0.0,0.0,0,769.9006
1,0,1082.65,38.19,26.56,11,1082.65,0.0,0,1014.3264
0,0,548.68,38.6,23.21,1,0.0,0.0,0,895.9060000000001
0,0,665.85,36.57,24.45,2,0.0,0.0,0,894.1365
0,0,1036.93,41.87,26.0,5,0.0,0.0,0,1088.62
0,0,712.65,27.55,26.52,3,0.0,0.0,0,730.626
0,0,350.13,31.66,25.72,4,0.0,0.0,0,814.2952
0,0,580.87,40.33,21.59,12,0.0,0.0,0,870.7247
0,0,492.6,27.66,27.69,4,0.0,0.0,0,765.9054
1,0,861.48,41.97,26.0,10,861.48,0.0,0,1091.22
1,0,747.72,33.5,27.92,2,747.72,0.0,0,935.32
0,0,529.2,30.73,24.82,2,0.0,0.0,0,762.7186
1,0,1008.75,42.35,27.14,10,1008.75,0.0,0,1149.379
0,0,352.72,46.46,27.76,10,0.0,0.0,0,1289.7296
0,0,792.52,42.24,25.95,10,0.0,0.0,0,1096.128
1,0,897.22,42.3,26.81,10,897.22,0.0,0,1134.063
0,0,558.92,36.68,19.43,3,0.0,0.0,0,712.6924
1,0,1219.55,40.58,27.19,11,1219.55,0.0,0,1103.3702
0,0,581.58,42.49,23.17,12,0.0,0.0,0,984.4933
1,0,819.18,28.67,26.33,3,819.18,0.0,0,754.8811
1,0,1390.25,47.94,28.99,10,1390.25,0.0,0,1389.7805999999998
0,0,736.75,39.52,23.01,1,0.0,0.0,0,909.3552
1,0,1012.13,43.07,27.32,10,1012.13,0.0,0,1176.6724
0,0,537.88,35.3,24.83,11,0.0,0.0,0,876.4989999999999
0,0,606.48,37.45,25.98,11,0.0,0.0,0,972.951
1,0,391.52,22.22,27.87,4,391.52,0.0,0,619.2714
0,1,529.03,54.99,26.97,8,0.0,529.03,0,1483.0803
0,1,591.3,33.44,21.21,2,0.0,591.3,0,709.2624
0,0,434.95,21.29,27.21,3,0.0,0.0,0,579.3009
0,0,1330.33,41.21,25.36,11,0.0,0.0,0,1045.0856
1,0,516.32,36.33,24.86,11,516.32,0.0,0,903.1638
1,1,391.23,31.59,23.94,10,391.23,391.23,1,756.2646000000001
0,0,1055.8,32.98,26.45,1,0.0,0.0,0,872.3209999999999
1,1,432.6,48.12,25.95,6,432.6,432.6,1,1248.714
1,0,539.37,44.8,23.37,1,539.37,0.0,0,1046.976
0,0,752.82,40.03,25.25,11,0.0,0.0,0,1010.7575
0,0,500.65,25.5,26.09,2,0.0,0.0,0,665.295
0,0,1175.93,43.87,25.62,10,0.0,0.0,0,1123.9494
0,0,561.9,36.63,23.06,1,0.0,0.0,0,844.6878
0,0,541.62,44.97,23.23,1,0.0,0.0,0,1044.6531
0,1,535.55,53.0,27.95,8,0.0,535.55,0,1481.35
0,0,984.03,36.84,21.42,3,0.0,0.0,0,789.1128000000001
0,0,855.17,27.03,26.23,3,0.0,0.0,0,708.9969000000001
0,0,704.88,32.1,25.54,1,0.0,0.0,0,819.8340000000001
1,0,1327.35,42.13,26.82,11,1327.35,0.0,0,1129.9266
0,0,561.18,36.4,19.26,3,0.0,0.0,0,701.0640000000001
1,0,1235.7,40.46,23.93,1,1235.7,0.0,0,968.2078
0,0,359.47,49.98,25.18,9,0.0,0.0,0,1258.4964
0,0,578.53,36.38,25.05,11,0.0,0.0,0,911.319
0,0,928.45,28.18,26.31,3,0.0,0.0,0,741.4158
0,0,613.57,38.05,23.39,12,0.0,0.0,0,889.9894999999999
1,0,1539.45,40.25,26.57,11,1539.45,0.0,0,1069.4425
0,0,468.17,21.74,27.94,3,0.0,0.0,0,607.4156
0,0,501.32,43.91,26.36,6,0.0,0.0,0,1157.4676
1,0,1722.82,52.66,25.07,10,1722.82,0.0,0,1320.1862
0,0,1201.28,39.03,25.27,11,0.0,0.0,0,986.2881
0,0,396.88,34.21,24.68,4,0.0,0.0,0,844.3028
1,0,1400.37,39.29,27.11,11,1400.37,0.0,0,1065.1518999999998
0,0,1401.92,33.88,27.88,1,0.0,0.0,0,944.5744
0,0,593.18,40.73,21.56,12,0.0,0.0,0,878.1387999999998
0,0,731.35,41.97,24.68,10,0.0,0.0,0,1035.8196
0,0,595.17,35.73,23.94,2,0.0,0.0,0,855.3761999999999
1,0,1516.68,29.55,27.82,3,1516.68,0.0,0,822.081
1,0,694.55,35.14,25.84,4,694.55,0.0,0,908.0176
1,0,1888.25,41.85,27.45,11,1888.25,0.0,0,1148.7825
0,0,1297.95,52.67,24.72,10,0.0,0.0,0,1302.0024
0,0,389.37,40.04,24.38,11,0.0,0.0,0,976.1752
0,0,548.88,44.47,22.02,11,0.0,0.0,0,979.2294
1,0,1099.77,32.94,27.57,1,1099.77,0.0,0,908.1558
0,0,368.52,29.24,26.47,2,0.0,0.0,0,773.9827999999999
0,0,498.78,21.65,26.46,3,0.0,0.0,0,572.859
0,0,957.82,28.5,25.62,3,0.0,0.0,0,730.1700000000001
1,0,1615.02,40.8,26.87,11,1615.02,0.0,0,1096.296
0,0,484.9,34.96,25.33,11,0.0,0.0,0,885.5368
0,0,1101.03,52.3,24.54,10,0.0,0.0,0,1283.4419999999998
0,0,363.35,26.67,26.72,3,0.0,0.0,0,712.6224
0,0,757.72,53.95,26.34,9,0.0,0.0,0,1421.043
0,0,1299.32,40.91,26.68,5,0.0,0.0,0,1091.4788
0,0,1119.1,33.5,22.79,4,0.0,0.0,0,763.4649999999999
0,0,1223.33,43.97,25.76,10,0.0,0.0,0,1132.6672
1,0,1244.47,43.44,26.73,10,1244.47,0.0,0,1161.1512
0,0,456.3,38.98,23.53,11,0.0,0.0,0,917.1994
0,0,973.92,52.16,25.24,9,0.0,0.0,0,1316.5184
0,1,590.67,32.79,21.89,2,0.0,590.67,0,717.7731
0,0,939.08,39.24,24.08,11,0.0,0.0,0,944.8992
0,0,436.32,26.09,25.72,2,0.0,0.0,0,671.0348
0,1,528.65,53.52,27.91,8,0.0,528.65,0,1493.7432
0,1,582.42,33.38,21.44,2,0.0,582.42,0,715.6672000000001
1,0,1222.57,33.32,27.75,1,1222.57,0.0,0,924.63
0,0,377.5,31.42,24.71,1,0.0,0.0,0,776.3882000000001
1,0,1057.25,31.93,27.65,1,1057.25,0.0,0,882.8644999999999
0,0,788.05,35.66,25.33,4,0.0,0.0,0,903.2678
1,0,1178.18,46.6,29.42,5,1178.18,0.0,0,1370.9720000000002
0,0,588.62,36.72,23.0,1,0.0,0.0,0,844.56
0,0,620.82,30.98,25.58,2,0.0,0.0,0,792.4684
1,0,1009.93,29.22,26.79,3,1009.93,0.0,0,782.8037999999999
0,0,487.2,22.07,27.33,3,0.0,0.0,0,603.1731
1,0,725.22,26.34,26.9,3,725.22,0.0,0,708.5459999999999
0,0,1585.95,40.72,26.75,11,0.0,0.0,0,1089.26
0,0,681.82,43.15,23.7,12,0.0,0.0,0,1022.655
1,0,898.4,38.76,23.72,12,898.4,0.0,0,919.3872
1,0,522.95,39.99,25.57,11,522.95,0.0,0,1022.5443
0,0,1264.13,28.75,27.41,3,0.0,0.0,0,788.0375
0,0,902.92,42.73,22.72,12,0.0,0.0,0,970.8256
1,0,727.78,31.68,26.51,3,727.78,0.0,0,839.8368
0,0,837.13,38.67,24.89,11,0.0,0.0,0,962.4963
0,0,1304.87,29.07,26.95,3,0.0,0.0,0,783.4365
0,0,1597.3,40.74,24.99,11,0.0,0.0,0,1018.0926
0,0,355.47,31.45,25.96,4,0.0,0.0,0,816.442
1,1,977.45,34.53,24.62,2,977.45,977.45,1,850.1286
0,0,452.03,43.22,25.22,5,0.0,0.0,0,1090.0084
0,0,1045.3,38.71,24.81,11,0.0,0.0,0,960.3951
0,0,1159.28,48.38,24.19,11,0.0,0.0,0,1170.3122
0,0,946.98,32.85,25.57,1,0.0,0.0,0,839.9745
0,0,937.17,27.49,27.43,2,0.0,0.0,0,754.0506999999999
0,0,637.68,31.11,25.57,2,0.0,0.0,0,795.4827
0,0,837.3,32.53,26.31,1,0.0,0.0,0,855.8643
0,0,1295.83,33.14,26.09,3,0.0,0.0,0,864.6226
0,0,633.02,37.88,25.47,11,0.0,0.0,0,964.8036
0,0,563.28,36.71,23.03,1,0.0,0.0,0,845.4313000000001
0,0,547.53,35.39,24.89,11,0.0,0.0,0,880.8571000000001
0,0,602.25,40.13,21.61,12,0.0,0.0,0,867.2093
1,0,1505.15,39.86,27.21,11,1505.15,0.0,0,1084.5906
1,0,1097.08,43.64,22.62,12,1097.08,0.0,0,987.1368
1,0,1111.78,44.58,24.15,12,1111.78,0.0,0,1076.607
1,0,823.12,27.86,28.11,1,823.12,0.0,0,783.1446
1,0,716.42,26.33,27.29,3,716.42,0.0,0,718.5456999999999
1,0,1078.78,43.01,26.63,10,1078.78,0.0,0,1145.3563
0,0,993.92,32.95,25.74,1,0.0,0.0,0,848.133
1,0,530.83,43.23,26.64,5,530.83,0.0,0,1151.6472
0,0,578.7,42.59,23.1,12,0.0,0.0,0,983.8290000000002
0,0,666.78,31.63,26.35,2,0.0,0.0,0,833.4505
1,0,1452.5,39.35,27.64,11,1452.5,0.0,0,1087.634
0,0,754.87,54.04,26.31,9,0.0,0.0,0,1421.7923999999998
0,0,597.38,30.97,27.3,4,0.0,0.0,0,845.481
1,0,585.95,37.12,26.36,10,585.95,0.0,0,978.4832
0,1,558.95,57.65,24.73,8,0.0,558.95,0,1425.6845
1,0,803.13,41.89,26.12,10,803.13,0.0,0,1094.1668
0,0,1013.03,27.44,26.82,3,0.0,0.0,0,735.9408000000001
1,0,1130.45,38.99,26.37,11,1130.45,0.0,0,1028.1663
1,0,703.88,25.09,26.84,3,703.88,0.0,0,673.4156
0,0,1370.7,40.63,25.27,11,0.0,0.0,0,1026.7201
1,0,1504.02,43.98,27.84,10,1504.02,0.0,0,1224.4032
1,0,923.38,31.75,26.15,2,923.38,0.0,0,830.2624999999999
0,0,844.07,38.95,26.89,11,0.0,0.0,0,1047.3655
1,0,924.27,28.68,27.53,3,924.27,0.0,0,789.5604000000001
1,1,861.35,32.25,28.29,2,861.35,861.35,1,912.3525
0,0,636.68,31.63,26.25,1,0.0,0.0,0,830.2875
0,0,623.55,35.3,26.04,4,0.0,0.0,0,919.212
0,0,903.25,40.42,25.58,5,0.0,0.0,0,1033.9436
1,0,1007.95,46.03,24.2,11,1007.95,0.0,0,1113.926
0,0,1024.97,41.87,27.71,10,0.0,0.0,0,1160.2177
0,0,895.08,43.63,27.33,5,0.0,0.0,0,1192.4079
0,0,531.32,45.06,23.18,1,0.0,0.0,0,1044.4908
0,0,1138.2,27.92,26.96,3,0.0,0.0,0,752.7232
0,0,659.13,36.23,25.35,11,0.0,0.0,0,918.4305
0,0,602.83,31.39,25.82,1,0.0,0.0,0,810.4898000000001
0,0,349.68,31.02,26.44,4,0.0,0.0,0,820.1688
1,0,870.35,27.0,27.48,3,870.35,0.0,0,741.96
0,0,463.8,43.93,25.08,5,0.0,0.0,0,1101.7644
1,0,1646.25,40.18,27.26,11,1646.25,0.0,0,1095.3068
0,0,424.75,28.03,26.71,4,0.0,0.0,0,748.6813000000001
0,0,722.07,40.0,25.72,10,0.0,0.0,0,1028.8
1,0,801.97,43.28,23.59,12,801.97,0.0,0,1020.9752
1,0,1274.72,41.91,26.76,11,1274.72,0.0,0,1121.5116
0,0,372.55,30.76,24.24,1,0.0,0.0,0,745.6224
0,0,649.72,46.99,27.55,5,0.0,0.0,0,1294.5745000000002
1,0,1181.55,37.89,28.16,11,1181.55,0.0,0,1066.9824
