OCCUPANCY,WINDOW,CO2,RH,Tin,MONTH_NUM,CO2_x_OCCUPANCY,CO2_x_WINDOW,WINDOW_x_OCCUPANCY,Temp_x_RH
0,0,752.48,42.46,22.58,12,0.0,0.0,0,958.7468
1,0,942.1,32.19,27.63,4,942.1,0.0,0,889.4096999999999
0,0,427.62,25.47,26.45,3,0.0,0.0,0,673.6814999999999
0,0,852.43,38.82,25.46,5,0.0,0.0,0,988.3572
0,0,592.62,47.53,23.63,1,0.0,0.0,0,1123.1339
0,0,1153.2,33.28,25.99,1,0.0,0.0,0,864.9472
0,0,597.38,31.37,25.83,1,0.0,0.0,0,810.2871
0,0,437.15,39.54,25.35,11,0.0,0.0,0,1002.339
0,0,761.72,39.7,25.69,11,0.0,0.0,0,1019.893
1,0,992.13,29.96,29.11,4,992.13,0.0,0,872.1356
0,0,801.18,25.25,26.86,3,0.0,0.0,0,678.215
0,0,776.25,31.84,23.12,4,0.0,0.0,0,736.1408
1,0,668.8,39.59,23.25,1,668.8,0.0,0,920.4675
0,0,793.28,30.92,26.54,1,0.0,0.0,0,820.6168
0,0,807.95,31.89,25.3,2,0.0,0.0,0,806.817
1,1,834.23,29.06,26.03,1,834.23,834.23,1,756.4318
0,1,536.08,53.72,27.17,8,0.0,536.08,0,1459.5724
0,0,840.95,42.58,25.68,10,0.0,0.0,0,1093.4544
0,0,1011.85,35.6,26.58,4,0.0,0.0,0,946.248
0,0,1222.78,46.3,24.53,11,0.0,0.0,0,1135.739
0,0,664.85,38.06,21.44,3,0.0,0.0,0,816.0064000000001
1,0,1400.73,41.42,27.5,11,1400.73,0.0,0,1139.05
0,0,668.12,26.85,26.49,3,0.0,0.0,0,711.2565
0,0,583.22,40.43,21.55,12,0.0,0.0,0,871.2665000000001
0,0,1075.18,38.18,26.12,5,0.0,0.0,0,997.2616
0,0,780.03,38.86,25.13,5,0.0,0.0,0,976.5518
0,0,497.38,34.99,25.17,11,0.0,0.0,0,880.6983000000001
0,0,465.87,34.68,25.28,11,0.0,0.0,0,876.7104
0,0,678.67,26.85,26.51,3,0.0,0.0,0,711.7935000000001
0,0,816.38,38.8,24.45,11,0.0,0.0,0,948.66
0,0,947.62,25.32,27.45,3,0.0,0.0,0,695.034
0,0,548.48,21.72,26.59,3,0.0,0.0,0,577.5348
0,0,1168.05,28.65,26.99,3,0.0,0.0,0,773.2634999999999
0,1,541.13,56.1,26.43,8,0.0,541.13,0,1482.723
0,0,858.58,25.21,27.1,3,0.0,0.0,0,683.191
0,0,633.75,37.93,25.45,11,0.0,0.0,0,965.3185
1,0,783.4,40.74,27.59,10,783.4,0.0,0,1124.0166000000002
0,0,499.02,34.99,25.18,11,0.0,0.0,0,881.0482000000001
0,0,567.65,36.68,19.38,3,0.0,0.0,0,710.8584
1,0,889.12,38.17,25.18,11,889.12,0.0,0,961.1206
0,0,1133.63,28.54,26.5,3,0.0,0.0,0,756.31
0,0,1065.85,32.56,25.8,2,0.0,0.0,0,840.0480000000001
0,0,364.8,28.58,25.9,2,0.0,0.0,0,740.2219999999999
1,0,1163.87,36.24,27.02,11,1163.87,0.0,0,979.2048
0,0,686.8,39.25,23.02,1,0.0,0.0,0,903.535
0,1,553.18,57.56,24.73,8,0.0,553.18,0,1423.4588
1,0,873.3,46.54,28.01,6,873.3,0.0,0,1303.5854
1,0,589.12,31.08,25.65,1,589.12,0.0,0,797.2019999999999
1,0,743.92,35.47,25.2,5,743.92,0.0,0,893.8439999999999
1,0,1225.72,34.22,28.97,1,1225.72,0.0,0,991.3534
0,0,482.72,27.7,27.51,4,0.0,0.0,0,762.027
1,0,1091.52,38.97,26.27,11,1091.52,0.0,0,1023.7419
0,0,338.67,44.89,25.42,10,0.0,0.0,0,1141.1038
0,0,995.23,41.21,25.39,5,0.0,0.0,0,1046.3219
0,0,754.7,39.69,25.71,11,0.0,0.0,0,1020.4299
0,0,690.55,45.42,28.43,5,0.0,0.0,0,1291.2906
1,0,883.35,30.7,27.68,1,883.35,0.0,0,849.776
0,0,370.32,28.99,25.49,3,0.0,0.0,0,738.9550999999999
1,0,684.83,39.93,27.41,10,684.83,0.0,0,1094.4813
0,0,376.7,31.44,24.67,1,0.0,0.0,0,775.6248
1,0,1079.58,38.3,27.0,11,1079.58,0.0,0,1034.1
0,0,755.23,40.04,25.22,11,0.0,0.0,0,1009.8088
0,0,551.3,36.82,22.99,1,0.0,0.0,0,846.4917999999999
0,1,531.72,52.11,27.79,8,0.0,531.72,0,1448.1369
1,0,615.67,30.76,26.35,2,615.67,0.0,0,810.5260000000001
1,0,440.15,31.79,24.43,1,440.15,0.0,0,776.6297
1,0,1242.58,51.8,23.85,10,1242.58,0.0,0,1235.43
1,0,1412.77,38.96,26.79,11,1412.77,0.0,0,1043.7384
0,0,577.12,32.31,21.18,4,0.0,0.0,0,684.3258000000001
0,0,1164.9,46.97,28.18,6,0.0,0.0,0,1323.6146
0,0,1962.12,41.87,27.21,11,0.0,0.0,0,1139.2827
0,0,963.0,42.51,25.56,10,0.0,0.0,0,1086.5556
0,1,555.18,57.56,24.73,8,0.0,555.18,0,1423.4588
0,0,598.02,47.15,23.44,1,0.0,0.0,0,1105.196
0,0,356.58,28.6,25.52,3,0.0,0.0,0,729.8720000000001
0,0,1116.98,32.84,26.57,1,0.0,0.0,0,872.5588000000001
0,0,463.05,28.07,26.98,4,0.0,0.0,0,757.3286
0,0,338.52,31.76,25.67,4,0.0,0.0,0,815.2792000000001
1,0,2100.97,42.01,27.29,11,2100.97,0.0,0,1146.4529
0,0,531.07,53.24,26.79,8,0.0,0.0,0,1426.2996
0,0,988.4,40.0,24.56,11,0.0,0.0,0,982.4
0,0,381.33,25.01,26.18,3,0.0,0.0,0,654.7618
0,0,1026.8,47.46,27.72,10,0.0,0.0,0,1315.5912
1,0,1214.4,43.95,27.33,5,1214.4,0.0,0,1201.1535
0,0,574.25,32.66,22.96,4,0.0,0.0,0,749.8735999999999
1,0,1323.15,41.78,26.98,10,1323.15,0.0,0,1127.2244
0,0,1019.08,39.27,25.33,11,0.0,0.0,0,994.7091
0,1,602.83,32.25,22.07,2,0.0,602.83,0,711.7575
0,0,391.25,54.0,25.81,9,0.0,0.0,0,1393.74
0,0,592.18,32.23,21.26,4,0.0,0.0,0,685.2098
0,0,787.05,51.77,25.18,9,0.0,0.0,0,1303.5686
0,0,1119.9,33.23,25.92,1,0.0,0.0,0,861.3216
0,0,486.68,43.94,26.26,6,0.0,0.0,0,1153.8644
0,0,840.72,38.72,25.48,5,0.0,0.0,0,986.5856
0,0,969.58,31.39,26.86,2,0.0,0.0,0,843.1354
0,0,820.12,27.07,26.87,3,0.0,0.0,0,727.3709
1,0,1628.03,42.56,27.17,11,1628.03,0.0,0,1156.3552000000002
1,0,1247.95,40.82,23.91,1,1247.95,0.0,0,976.0062
0,0,1134.6,32.81,26.72,1,0.0,0.0,0,876.6832
0,0,395.47,33.77,25.32,4,0.0,0.0,0,855.0564
0,0,739.48,38.72,24.22,11,0.0,0.0,0,937.7984
0,1,532.72,53.28,27.87,8,0.0,532.72,0,1484.9136
0,0,604.77,37.5,25.97,11,0.0,0.0,0,973.875
0,0,1207.62,33.25,27.24,2,0.0,0.0,0,905.73
0,0,755.37,40.04,25.2,11,0.0,0.0,0,1009.008
1,1,329.62,42.32,18.24,2,329.62,329.62,1,771.9168
0,0,763.88,37.96,25.21,11,0.0,0.0,0,956.9716
0,0,375.3,50.08,25.15,9,0.0,0.0,0,1259.512
0,0,551.93,44.95,23.38,11,0.0,0.0,0,1050.931
0,0,1278.25,40.22,24.35,11,0.0,0.0,0,979.357
0,0,902.57,52.09,25.1,9,0.0,0.0,0,1307.459
1,0,710.23,29.3,26.94,3,710.23,0.0,0,789.3420000000001
0,0,647.73,25.53,26.98,3,0.0,0.0,0,688.7994
0,0,1113.65,25.48,28.31,3,0.0,0.0,0,721.3388
1,0,1470.8,42.4,28.74,10,1470.8,0.0,0,1218.5759999999998
1,0,1063.1,42.52,26.53,10,1063.1,0.0,0,1128.0556
0,0,629.62,37.17,20.88,3,0.0,0.0,0,776.1096
1,0,1473.92,40.61,25.45,11,1473.92,0.0,0,1033.5245
0,0,1221.77,40.86,25.28,11,0.0,0.0,0,1032.9408
0,0,1453.53,41.3,26.98,5,0.0,0.0,0,1114.274
1,0,519.27,30.32,25.53,2,519.27,0.0,0,774.0696
1,0,768.28,32.05,27.38,4,768.28,0.0,0,877.5289999999999
0,0,378.3,30.87,24.13,1,0.0,0.0,0,744.8931
0,0,337.75,27.02,25.93,2,0.0,0.0,0,700.6286
1,0,1125.48,39.09,26.15,11,1125.48,0.0,0,1022.2035
1,1,377.62,23.61,26.18,3,377.62,377.62,1,618.1098
1,1,665.53,32.44,22.66,2,665.53,665.53,1,735.0903999999999
1,0,1207.38,47.78,28.84,10,1207.38,0.0,0,1377.9752
0,1,553.98,51.1,27.6,8,0.0,553.98,0,1410.36
1,0,1456.62,30.06,27.95,3,1456.62,0.0,0,840.1769999999999
0,0,614.75,37.88,23.35,12,0.0,0.0,0,884.4980000000002
0,0,622.73,32.2,21.78,4,0.0,0.0,0,701.3160000000001
1,0,575.27,45.11,26.5,10,575.27,0.0,0,1195.415
0,0,906.88,41.79,25.73,10,0.0,0.0,0,1075.2567
0,0,530.57,21.71,26.55,3,0.0,0.0,0,576.4005000000001
0,0,881.47,46.58,25.43,11,0.0,0.0,0,1184.5294
1,0,1110.87,32.89,28.24,1,1110.87,0.0,0,928.8136
1,0,768.82,41.79,25.89,10,768.82,0.0,0,1081.9431
1,0,1222.17,32.43,27.76,2,1222.17,0.0,0,900.2568
1,1,327.82,39.19,19.63,2,327.82,327.82,1,769.2996999999999
0,0,477.22,21.8,27.85,3,0.0,0.0,0,607.13
1,0,1254.25,27.87,28.09,3,1254.25,0.0,0,782.8683
0,0,878.7,40.3,25.64,5,0.0,0.0,0,1033.292
0,0,1664.52,42.17,26.19,11,0.0,0.0,0,1104.4323000000002
0,0,465.95,44.07,24.85,5,0.0,0.0,0,1095.1395
1,0,1238.8,43.64,26.22,10,1238.8,0.0,0,1144.2408
0,0,1252.28,28.91,26.84,3,0.0,0.0,0,775.9444
1,1,1220.13,29.21,27.78,3,1220.13,1220.13,1,811.4538
0,0,528.55,40.44,25.24,10,0.0,0.0,0,1020.7056
0,0,1269.33,52.61,24.7,10,0.0,0.0,0,1299.467
0,0,1176.72,44.17,27.13,5,0.0,0.0,0,1198.3321
0,0,980.55,39.37,24.1,11,0.0,0.0,0,948.817
0,0,531.87,25.7,29.64,4,0.0,0.0,0,761.748
0,0,565.67,45.19,27.77,5,0.0,0.0,0,1254.9263
0,0,520.12,44.68,23.22,1,0.0,0.0,0,1037.4696
1,0,1029.82,26.29,27.87,3,1029.82,0.0,0,732.7023
1,0,1257.28,41.72,26.71,11,1257.28,0.0,0,1114.3412
0,0,772.5,42.47,22.61,12,0.0,0.0,0,960.2467
0,0,696.62,38.97,26.14,10,0.0,0.0,0,1018.6758
0,0,669.65,39.7,25.86,10,0.0,0.0,0,1026.642
0,0,937.6,35.93,24.17,2,0.0,0.0,0,868.4281000000001
0,0,751.15,40.06,25.02,11,0.0,0.0,0,1002.3012
1,0,1289.35,42.01,26.76,11,1289.35,0.0,0,1124.1876
0,0,366.3,49.98,25.17,9,0.0,0.0,0,1257.9966
0,0,544.45,38.7,23.17,1,0.0,0.0,0,896.6790000000001
0,0,591.48,40.73,21.56,12,0.0,0.0,0,878.1387999999998
1,0,1396.67,29.03,28.01,3,1396.67,0.0,0,813.1303
0,0,598.97,35.74,24.0,2,0.0,0.0,0,857.76
0,0,1399.72,29.16,27.63,3,0.0,0.0,0,805.6908
0,0,397.05,40.43,23.87,11,0.0,0.0,0,965.0641
1,0,783.05,30.29,27.47,1,783.05,0.0,0,832.0663
0,0,746.45,31.96,25.69,1,0.0,0.0,0,821.0524
1,1,805.8,35.9,25.45,5,805.8,805.8,1,913.655
0,0,467.12,34.75,25.28,11,0.0,0.0,0,878.48
0,0,657.13,21.39,27.35,3,0.0,0.0,0,585.0165000000001
1,0,889.07,38.48,24.57,5,889.07,0.0,0,945.4536
0,0,512.98,40.52,25.43,10,0.0,0.0,0,1030.4236
0,0,370.02,28.9,25.48,3,0.0,0.0,0,736.372
0,0,573.23,46.67,27.31,5,0.0,0.0,0,1274.5577
0,0,721.93,26.93,26.61,3,0.0,0.0,0,716.6073
0,1,552.23,57.48,24.85,8,0.0,552.23,0,1428.378
0,0,907.82,43.82,23.9,12,0.0,0.0,0,1047.298
0,0,1153.55,33.23,26.01,1,0.0,0.0,0,864.3122999999999
0,0,363.4,27.26,26.31,3,0.0,0.0,0,717.2106
0,0,1120.12,40.08,24.83,11,0.0,0.0,0,995.1864
1,0,886.72,31.95,25.93,2,886.72,0.0,0,828.4635
1,0,647.43,31.83,26.32,1,647.43,0.0,0,837.7656
0,0,818.38,38.48,24.78,11,0.0,0.0,0,953.5344
0,0,803.27,37.52,21.77,3,0.0,0.0,0,816.8104000000001
0,0,470.45,32.13,25.18,2,0.0,0.0,0,809.0334
0,0,578.45,31.33,23.0,4,0.0,0.0,0,720.5899999999999
0,0,1082.67,44.17,26.81,5,0.0,0.0,0,1184.1977
0,0,1489.38,40.49,24.72,11,0.0,0.0,0,1000.9128
0,0,602.07,31.2,25.12,2,0.0,0.0,0,783.744
0,0,743.9,53.95,26.28,9,0.0,0.0,0,1417.806
1,0,1239.33,41.95,26.43,5,1239.33,0.0,0,1108.7385000000002
0,0,1101.53,28.43,26.45,3,0.0,0.0,0,751.9735
1,0,1037.32,37.44,21.09,3,1037.32,0.0,0,789.6096
0,0,988.17,35.91,24.24,2,0.0,0.0,0,870.4583999999999
0,0,596.48,47.49,21.99,11,0.0,0.0,0,1044.3051
0,0,927.73,41.89,25.82,10,0.0,0.0,0,1081.5998
0,0,594.83,40.7,21.56,12,0.0,0.0,0,877.492
0,0,568.58,37.28,25.9,11,0.0,0.0,0,965.552
1,0,890.28,31.8,27.2,1,890.28,0.0,0,864.96
1,0,1292.2,43.82,27.48,10,1292.2,0.0,0,1204.1736
0,0,601.98,35.74,24.09,2,0.0,0.0,0,860.9766000000001
1,0,1003.87,38.51,25.75,11,1003.87,0.0,0,991.6325
1,0,1343.2,47.34,24.74,11,1343.2,0.0,0,1171.1916
0,0,363.97,26.76,26.54,3,0.0,0.0,0,710.2104
1,0,1479.58,49.11,25.03,11,1479.58,0.0,0,1229.2233
0,0,1099.2,32.69,26.65,1,0.0,0.0,0,871.1884999999999
0,0,520.12,30.41,26.85,4,0.0,0.0,0,816.5085
0,0,992.17,44.11,26.45,5,0.0,0.0,0,1166.7095
1,0,924.02,35.12,26.02,11,924.02,0.0,0,913.8224
1,0,983.88,42.8,26.18,10,983.88,0.0,0,1120.504
0,0,932.67,47.41,28.28,5,0.0,0.0,0,1340.7548
1,0,927.48,39.36,24.94,11,927.48,0.0,0,981.6384
0,0,608.77,37.69,25.84,11,0.0,0.0,0,973.9096
1,0,437.73,30.86,23.77,1,437.73,0.0,0,733.5422
0,0,743.1,32.29,26.66,1,0.0,0.0,0,860.8514
0,0,587.88,31.21,24.97,2,0.0,0.0,0,779.3137
0,0,475.77,32.24,24.94,2,0.0,0.0,0,804.0656000000001
0,0,965.37,42.16,27.18,10,0.0,0.0,0,1145.9088
0,0,611.35,50.45,23.25,10,0.0,0.0,0,1172.9625
0,0,476.8,21.5,26.41,3,0.0,0.0,0,567.815
0,0,603.5,40.22,25.35,10,0.0,0.0,0,1019.577
0,0,1078.0,27.8,27.01,3,0.0,0.0,0,750.878
0,0,1275.47,36.33,26.6,11,0.0,0.0,0,966.378
0,0,966.9,28.49,25.69,3,0.0,0.0,0,731.9081
0,0,1290.78,46.45,24.75,11,0.0,0.0,0,1149.6375
0,0,723.68,27.87,26.02,3,0.0,0.0,0,725.1774
0,0,1047.6,33.11,25.93,1,0.0,0.0,0,858.5423
1,0,1257.22,36.43,27.14,11,1257.22,0.0,0,988.7102
0,0,824.83,32.81,26.45,1,0.0,0.0,0,867.8245000000001
0,0,578.42,36.36,25.07,11,0.0,0.0,0,911.5452
0,0,1237.75,39.52,24.92,11,0.0,0.0,0,984.8384
0,0,735.3,42.4,22.59,12,0.0,0.0,0,957.816
0,0,363.5,41.87,24.74,10,0.0,0.0,0,1035.8638
0,0,1194.27,43.2,26.42,10,0.0,0.0,0,1141.344
1,0,955.75,28.89,29.48,3,955.75,0.0,0,851.6772000000001
1,0,1553.12,44.07,27.92,10,1553.12,0.0,0,1230.4344
0,0,1510.43,40.7,26.86,11,0.0,0.0,0,1093.202
0,0,776.22,54.22,26.36,9,0.0,0.0,0,1429.2392
0,0,459.32,32.75,24.39,1,0.0,0.0,0,798.7725
1,0,1194.8,51.76,23.78,10,1194.8,0.0,0,1230.8528
1,1,906.08,37.19,23.01,1,906.08,906.08,1,855.7419
1,0,1141.68,39.69,25.94,11,1141.68,0.0,0,1029.5586
1,0,894.63,42.24,26.25,10,894.63,0.0,0,1108.8
1,0,1374.88,28.94,28.23,3,1374.88,0.0,0,816.9762000000001
0,0,1152.47,40.02,25.43,11,0.0,0.0,0,1017.7086
1,0,1085.62,28.44,28.65,3,1085.62,0.0,0,814.806
1,0,1334.92,52.37,24.34,10,1334.92,0.0,0,1274.6858
0,0,890.82,32.49,26.8,1,0.0,0.0,0,870.7320000000001
1,1,869.2,27.16,28.06,3,869.2,869.2,1,762.1096
0,0,627.2,38.08,23.43,12,0.0,0.0,0,892.2144
0,0,1260.93,52.62,24.69,10,0.0,0.0,0,1299.1878
1,0,597.63,28.0,26.93,2,597.63,0.0,0,754.04
1,0,444.05,30.83,24.62,2,444.05,0.0,0,759.0346
1,0,1005.88,52.66,25.86,9,1005.88,0.0,0,1361.7876
0,0,1185.05,39.33,25.47,11,0.0,0.0,0,1001.7351
0,0,1063.2,33.14,26.04,1,0.0,0.0,0,862.9656
0,0,518.97,28.04,28.36,4,0.0,0.0,0,795.2144
0,1,552.18,57.46,24.82,8,0.0,552.18,0,1426.1572
1,0,588.12,37.21,26.36,10,588.12,0.0,0,980.8556
1,0,1505.9,43.91,26.42,10,1505.9,0.0,0,1160.1022
0,0,355.72,41.65,24.96,10,0.0,0.0,0,1039.584
1,0,499.35,37.01,24.8,10,499.35,0.0,0,917.848
0,0,380.32,34.52,23.87,11,0.0,0.0,0,823.9924000000001
0,0,1077.2,43.6,25.53,10,0.0,0.0,0,1113.1080000000002
1,0,1077.58,43.42,22.66,12,1077.58,0.0,0,983.8972
0,0,604.9,29.17,25.9,3,0.0,0.0,0,755.503
1,0,667.3,37.93,25.83,11,667.3,0.0,0,979.7319
0,0,629.03,37.84,21.27,3,0.0,0.0,0,804.8568
0,0,872.83,42.82,25.33,10,0.0,0.0,0,1084.6306
0,0,640.67,31.68,25.44,1,0.0,0.0,0,805.9392
1,0,1015.58,34.84,27.84,2,1015.58,0.0,0,969.9456
0,0,493.07,39.14,23.56,11,0.0,0.0,0,922.1384
0,0,356.0,44.32,27.6,5,0.0,0.0,0,1223.232
1,0,414.2,24.75,27.24,3,414.2,0.0,0,674.1899999999999
1,0,1191.07,33.24,27.68,1,1191.07,0.0,0,920.0832
1,0,1627.22,43.69,26.73,10,1627.22,0.0,0,1167.8337
0,0,1028.33,32.96,25.72,1,0.0,0.0,0,847.7312
0,0,567.28,35.6,24.85,5,0.0,0.0,0,884.6600000000001
0,0,1170.47,39.86,26.28,5,0.0,0.0,0,1047.5208
0,0,432.82,25.47,26.4,3,0.0,0.0,0,672.4079999999999
0,0,663.82,38.2,25.96,11,0.0,0.0,0,991.672
0,0,1113.38,52.42,25.54,9,0.0,0.0,0,1338.8068
1,0,1242.15,41.4,26.73,5,1242.15,0.0,0,1106.622
0,0,887.75,27.77,28.06,3,0.0,0.0,0,779.2262
0,0,1032.6,43.43,26.28,10,0.0,0.0,0,1141.3404
1,1,670.47,39.96,23.68,5,670.47,670.47,1,946.2528
0,0,921.55,32.57,25.5,1,0.0,0.0,0,830.535
1,0,660.13,45.67,28.31,10,660.13,0.0,0,1292.9177
0,0,541.27,44.41,22.03,11,0.0,0.0,0,978.3523
0,0,430.7,39.54,25.31,11,0.0,0.0,0,1000.7574
1,0,579.7,45.1,26.52,10,579.7,0.0,0,1196.052
0,0,1228.53,32.85,25.84,3,0.0,0.0,0,848.844
1,0,1456.42,41.17,26.51,11,1456.42,0.0,0,1091.4167000000002
0,0,350.03,44.3,27.65,5,0.0,0.0,0,1224.8949999999998
0,0,842.82,45.39,24.01,11,0.0,0.0,0,1089.8139
0,0,1146.15,52.5,25.67,9,0.0,0.0,0,1347.6750000000002
0,0,344.58,43.98,27.97,5,0.0,0.0,0,1230.1206
1,0,1240.83,27.77,28.07,3,1240.83,0.0,0,779.5039
0,0,621.62,32.2,21.78,4,0.0,0.0,0,701.3160000000001
0,0,1288.23,41.13,25.28,11,0.0,0.0,0,1039.7664000000002
0,0,933.4,37.71,25.83,5,0.0,0.0,0,974.0493
0,1,578.7,51.93,27.8,8,0.0,578.7,0,1443.654
1,0,1007.67,32.76,23.01,4,1007.67,0.0,0,753.8076
1,0,789.78,26.71,26.89,3,789.78,0.0,0,718.2319
0,0,690.43,38.26,26.42,11,0.0,0.0,0,1010.8292
1,0,609.72,39.48,27.28,10,609.72,0.0,0,1077.0144
0,0,575.58,31.39,27.02,4,0.0,0.0,0,848.1578
0,0,695.48,38.15,25.35,5,0.0,0.0,0,967.1025
0,0,944.98,32.87,25.55,1,0.0,0.0,0,839.8285
0,0,450.72,32.75,24.24,1,0.0,0.0,0,793.8599999999999
0,0,1306.12,40.85,25.08,11,0.0,0.0,0,1024.518
1,0,940.67,25.53,27.76,3,940.67,0.0,0,708.7128
1,0,1242.67,43.92,27.52,5,1242.67,0.0,0,1208.6784
0,0,567.13,26.22,27.15,3,0.0,0.0,0,711.8729999999999
1,0,1327.9,28.51,28.15,3,1327.9,0.0,0,802.5565
1,0,1377.77,41.98,27.22,10,1377.77,0.0,0,1142.6955999999998
0,0,822.7,42.58,25.64,10,0.0,0.0,0,1091.7512
0,0,762.92,42.83,23.89,12,0.0,0.0,0,1023.2087
0,0,1371.57,29.59,28.89,3,0.0,0.0,0,854.8551
0,0,1121.12,28.44,26.5,3,0.0,0.0,0,753.6600000000001
0,0,464.42,34.73,25.29,11,0.0,0.0,0,878.3216999999999
0,0,912.13,32.33,26.21,1,0.0,0.0,0,847.3693
0,0,752.02,32.05,26.21,2,0.0,0.0,0,840.0305
0,0,766.92,38.04,21.13,3,0.0,0.0,0,803.7851999999999
0,0,1632.45,40.79,26.86,11,0.0,0.0,0,1095.6194
1,1,1198.67,35.07,23.89,2,1198.67,1198.67,1,837.8223
1,0,1059.45,32.78,25.96,2,1059.45,0.0,0,850.9688000000001
1,1,437.57,25.16,25.8,3,437.57,437.57,1,649.128
0,0,496.1,30.43,24.75,2,0.0,0.0,0,753.1425
1,0,1365.7,42.25,28.64,10,1365.7,0.0,0,1210.04
0,0,393.03,33.69,25.18,4,0.0,0.0,0,848.3141999999999
0,0,730.25,38.79,24.92,5,0.0,0.0,0,966.6468
0,0,980.55,38.7,21.37,3,0.0,0.0,0,827.0190000000001
0,0,1000.5,39.63,26.63,11,0.0,0.0,0,1055.3469
1,0,1000.45,46.81,23.84,1,1000.45,0.0,0,1115.9504
0,0,461.2,40.92,25.23,11,0.0,0.0,0,1032.4116
0,1,845.55,54.52,27.79,8,0.0,845.55,0,1515.1108000000002
0,0,466.52,39.08,23.53,11,0.0,0.0,0,919.5524
1,0,857.37,40.18,23.43,1,857.37,0.0,0,941.4174
0,0,671.47,53.83,26.03,9,0.0,0.0,0,1401.1949
0,0,1048.97,27.81,28.03,2,0.0,0.0,0,779.5143
0,0,1486.2,40.14,25.21,11,0.0,0.0,0,1011.9294
0,0,1116.65,27.83,26.79,3,0.0,0.0,0,745.5656999999999
0,0,560.5,36.62,23.05,1,0.0,0.0,0,844.091
0,0,375.75,34.63,23.28,11,0.0,0.0,0,806.1864
0,0,358.62,27.91,26.35,3,0.0,0.0,0,735.4285000000001
0,0,691.83,35.44,24.93,4,0.0,0.0,0,883.5192
0,0,889.23,40.42,25.61,5,0.0,0.0,0,1035.1562
0,0,647.62,38.16,25.8,11,0.0,0.0,0,984.528
1,0,1401.25,41.18,23.9,1,1401.25,0.0,0,984.202
1,1,1079.58,34.69,23.6,2,1079.58,1079.58,1,818.684
0,0,1131.15,43.79,25.51,10,0.0,0.0,0,1117.0829
0,0,876.6,42.82,25.33,10,0.0,0.0,0,1084.6306
1,0,618.38,39.26,22.9,1,618.38,0.0,0,899.0539999999999
1,0,796.53,32.41,26.59,1,796.53,0.0,0,861.7819
0,0,363.28,50.3,24.95,9,0.0,0.0,0,1254.985
0,0,468.07,25.82,25.59,2,0.0,0.0,0,660.7338
1,0,1694.05,42.62,27.41,11,1694.05,0.0,0,1168.2142
0,0,362.52,50.2,24.99,9,0.0,0.0,0,1254.498
0,0,1074.4,39.98,24.76,11,0.0,0.0,0,989.9048
0,0,622.25,34.7,24.92,2,0.0,0.0,0,864.7240000000002
0,0,468.7,21.8,28.04,3,0.0,0.0,0,611.272
0,0,539.2,53.27,26.76,8,0.0,0.0,0,1425.5052
1,0,703.25,32.07,26.41,1,703.25,0.0,0,846.9687
0,0,729.68,40.3,24.6,11,0.0,0.0,0,991.38
0,1,563.72,57.56,24.74,8,0.0,563.72,0,1424.0344
0,0,386.83,25.2,26.0,3,0.0,0.0,0,655.1999999999999
0,0,368.48,50.18,25.01,9,0.0,0.0,0,1255.0018
0,0,357.82,44.08,27.86,5,0.0,0.0,0,1228.0688
0,0,1055.52,35.94,26.9,4,0.0,0.0,0,966.786
1,0,1144.33,39.69,26.05,11,1144.33,0.0,0,1033.9245
0,0,370.0,50.02,25.07,9,0.0,0.0,0,1254.0014
0,0,707.07,43.37,23.7,12,0.0,0.0,0,1027.869
0,0,1069.38,33.0,26.49,1,0.0,0.0,0,874.17
0,0,889.6,27.29,27.17,2,0.0,0.0,0,741.4693
0,0,693.43,40.19,25.45,10,0.0,0.0,0,1022.8355
0,0,735.2,37.3,23.3,12,0.0,0.0,0,869.0899999999999
1,0,856.77,28.79,26.41,3,856.77,0.0,0,760.3439
0,0,737.83,41.94,26.18,10,0.0,0.0,0,1097.9892
0,0,558.68,36.74,19.41,3,0.0,0.0,0,713.1234000000001
0,0,1312.0,28.98,27.44,3,0.0,0.0,0,795.2112000000001
0,0,1083.88,33.09,27.06,1,0.0,0.0,0,895.4154000000001
0,0,832.62,38.24,25.25,11,0.0,0.0,0,965.56
0,0,474.55,21.85,27.73,3,0.0,0.0,0,605.9005000000001
0,0,478.25,43.93,26.19,6,0.0,0.0,0,1150.5267
0,0,569.6,40.22,25.29,10,0.0,0.0,0,1017.1638
0,0,1662.72,41.19,25.68,11,0.0,0.0,0,1057.7592
0,0,864.32,32.6,26.54,1,0.0,0.0,0,865.2040000000001
1,0,794.65,34.54,27.27,2,794.65,0.0,0,941.9058
0,0,469.07,39.08,23.52,11,0.0,0.0,0,919.1616
0,0,534.57,44.98,23.2,1,0.0,0.0,0,1043.5359999999998
0,0,717.75,39.39,26.14,10,0.0,0.0,0,1029.6546
0,0,409.22,31.86,24.36,1,0.0,0.0,0,776.1096
1,0,836.72,28.6,27.36,3,836.72,0.0,0,782.496
0,0,468.97,39.08,23.52,11,0.0,0.0,0,919.1616
0,0,1555.85,41.83,26.33,11,0.0,0.0,0,1101.3838999999998
0,0,825.88,32.48,25.22,1,0.0,0.0,0,819.1455999999998
0,0,531.65,53.2,26.89,8,0.0,0.0,0,1430.548
0,0,1009.57,35.91,24.26,2,0.0,0.0,0,871.1766
0,0,467.45,32.25,24.71,2,0.0,0.0,0,796.8975
0,0,1502.83,41.59,27.73,5,0.0,0.0,0,1153.2907
